CityPair_IATA	Aerolinea Nombre	Clasificacion	Comercial Av Gral	DistanciaKM
AEP - CUZ	Jet Aviation	Internacional	Av. General	2708
AEP - CUZ	N/A	Internacional	Av. General	2708
AEP - CUZ	N/A	Internacional	Comercial	2708
MAO - TUC	Andes Líneas Aéreas	Internacional	Comercial	2704
MAO - TUC	Atlas Air	Internacional	Comercial	2704
MAO - TUC	LATAM	Internacional	Comercial	2704
MAO - TUC	N/A	Internacional	Av. General	2704
EZE - PEM	Andes Líneas Aéreas	Internacional	Comercial	2697
RES - SSA	Aerolíneas Argentinas	Internacional	Comercial	2697
CUZ - FDO		Internacional	Av. General	2689
CUZ - FDO		Internacional	Comercial	2689
CUZ - FDO	Gestair	Internacional	Comercial	2689
CUZ - FDO	N/A	Internacional	Av. General	2689
CUZ - FDO	N/A	Internacional	Comercial	2689
RGL - SDE		Cabotaje	Av. General	2687
RGL - SDE		Cabotaje	Comercial	2687
CTC - TRU	N/A	Internacional	Comercial	2679
GRU - NQN	N/A	Internacional	Av. General	2679
GRU - NQN	TAM Linhas Aéreas	Internacional	Comercial	2679
IGR - MCZ		Internacional	Comercial	2675
IGR - MCZ	Flybondi	Internacional	Comercial	2675
CNQ - SSA	N/A	Internacional	Av. General	2672
BRC - CWB		Internacional	Av. General	2670
BRC - CWB	N/A	Internacional	Av. General	2670
BRC - CWB	N/A	Internacional	Comercial	2670
GYN - MDZ		Internacional	Av. General	2668
GYN - MDZ		Internacional	Comercial	2668
GYN - MDZ	N/A	Internacional	Av. General	2668
GYN - MDZ	N/A	Internacional	Comercial	2668
NQN - VCP	Azul Linhas Aéreas Brasileiras	Internacional	Av. General	2666
NQN - VCP	Azul Linhas Aéreas Brasileiras	Internacional	Comercial	2666
NQN - VCP	N/A	Internacional	Av. General	2666
EQS - FLN		Internacional	Av. General	2647
PIO - ROS		Internacional	Av. General	2646
COR - USH	Aerolíneas Argentinas	Cabotaje	Comercial	2638
COR - USH	Austral Líneas Aéreas	Cabotaje	Av. General	2638
COR - USH	Austral Líneas Aéreas	Cabotaje	Comercial	2638
COR - USH	Flybondi	Cabotaje	Comercial	2638
COR - USH	Fuerza Aérea Argentina	Cabotaje	Av. General	2638
COR - USH	Gestair	Cabotaje	Comercial	2638
COR - USH	JetSMART Airlines	Cabotaje	Comercial	2638
COR - USH	LATAM Argentina	Cabotaje	Comercial	2638
COR - USH	N/A	Cabotaje	Av. General	2638
COR - USH	N/A	Cabotaje	Comercial	2638
COR - USH	Norwegian Air Argentina	Cabotaje	Comercial	2638
COR - USH	Personas Y Paquetes Por Aire	Cabotaje	Av. General	2638
COR - USH	Personas Y Paquetes Por Aire	Cabotaje	Comercial	2638
IGR - PIO	N/A	Internacional	Comercial	2634
BSB - MDQ	Brazilian Air Force	Internacional	Av. General	2633
BSB - MDQ	Fuerza Aérea Brasilera	Internacional	Av. General	2633
FTE - PET	N/A	Internacional	Comercial	2632
TUC - VIX	LATAM	Internacional	Comercial	2631
RCQ - RGL	Fuerza Aérea Argentina	Cabotaje	Av. General	2618
CRD - FLN	N/A	Internacional	Av. General	2616
BRC - NVT	N/A	Internacional	Av. General	2601
BRC - NVT	N/A	Internacional	Comercial	2601
GRU - LGS	Aerolíneas Argentinas	Internacional	Comercial	2600
IGR - MAO		Internacional	Av. General	2596
IGR - MAO		Internacional	Comercial	2596
IGR - MAO	Andes Líneas Aéreas	Internacional	Comercial	2596
IGR - MAO	N/A	Internacional	Av. General	2596
IGR - MAO	N/A	Internacional	Comercial	2596
IGR - MAO	Priester Aviation	Internacional	Av. General	2596
PIO - PSS	N/A	Internacional	Av. General	2593
UAQ - USH	N/A	Cabotaje	Comercial	2591
FMA - MAO	N/A	Internacional	Av. General	2587
LET - TUC	N/A	Internacional	Comercial	2573
CNQ - LIM		Internacional	Av. General	2571
TRU - TUC	N/A	Internacional	Av. General	2558
GYN - UAQ	N/A	Internacional	Av. General	2555
LIM - RES	N/A	Internacional	Comercial	2549
BRC - FLN		Internacional	Comercial	2549
BRC - FLN	Azul Linhas Aéreas Brasileiras	Internacional	Comercial	2549
BRC - FLN	N/A	Internacional	Av. General	2549
BRC - FLN	N/A	Internacional	Comercial	2549
ARI - BRC	Andes Líneas Aéreas	Internacional	Comercial	2540
ARI - BRC	N/A	Internacional	Comercial	2540
CIX - SLA	Aerocardal	Internacional	Av. General	2526
CIX - SLA	N/A	Internacional	Av. General	2526
COR - LIM		Internacional	Av. General	2525
COR - LIM		Internacional	Comercial	2525
COR - LIM	Aerolíneas Argentinas	Internacional	Comercial	2525
COR - LIM	Air Alsie	Internacional	Comercial	2525
COR - LIM	Andes Líneas Aéreas	Internacional	Comercial	2525
COR - LIM	Avianca	Internacional	Comercial	2525
COR - LIM	Avianca Perú	Internacional	Comercial	2525
COR - LIM	Copa Airlines	Internacional	Comercial	2525
COR - LIM	Fuerza Aérea Argentina	Internacional	Av. General	2525
COR - LIM	Gol Transportes Aéreos	Internacional	Comercial	2525
COR - LIM	JetSMART Airlines	Internacional	Comercial	2525
COR - LIM	LATAM	Internacional	Comercial	2525
COR - LIM	LATAM Argentina	Internacional	Comercial	2525
COR - LIM	LATAM Cargo Uruguay	Internacional	Comercial	2525
COR - LIM	LATAM Ecuador	Internacional	Comercial	2525
COR - LIM	LATAM Perú	Internacional	Av. General	2525
COR - LIM	LATAM Perú	Internacional	Comercial	2525
COR - LIM	N/A	Internacional	Av. General	2525
COR - LIM	N/A	Internacional	Comercial	2525
COR - LIM	Personas Y Paquetes Por Aire	Internacional	Av. General	2525
COR - LIM	Personas Y Paquetes Por Aire	Internacional	Comercial	2525
COR - LIM	TAM Linhas Aéreas	Internacional	Comercial	2525
COR - LIM	Volga-Dnepr Airlines	Internacional	Comercial	2525
COR - RGA		Cabotaje	Comercial	2516
COR - RGA	Aerolíneas Argentinas	Cabotaje	Comercial	2516
COR - RGA	Austral Líneas Aéreas	Cabotaje	Comercial	2516
COR - RGA	N/A	Cabotaje	Av. General	2516
COR - RGA	N/A	Cabotaje	Comercial	2516
PRA - RGA		Cabotaje	Av. General	2515
PRA - RGA	Fuerza Aérea Argentina	Cabotaje	Av. General	2515
CRD - IGR	N/A	Cabotaje	Av. General	2514
CRD - IGR	N/A	Cabotaje	Comercial	2514
CAW - COR	Martinair	Internacional	Comercial	2514
ROS - USH		Cabotaje	Comercial	2512
ROS - USH	Austral Líneas Aéreas	Cabotaje	Comercial	2512
ROS - USH	Flyest	Cabotaje	Comercial	2512
