AñoMes;CityPair_IATA;Aerolinea Nombre;Av. General;Comercial;TotalPasajeros
2025-01;AEP - AFA;Aerolíneas Argentinas;;5035;5035
2025-01;AEP - AGT;Aerolíneas Argentinas;;118;118
2025-01;AEP - ASU;Aerolíneas Argentinas;;7546;7546
2025-01;AEP - ASU;Amaszonas;;1382;1382
2025-01;AEP - ASU;Fuerza Aérea Paraguaya;12;;12
2025-01;AEP - ASU;JetSMART Airlines;;3690;3690
2025-01;AEP - BHI;Aerolíneas Argentinas;;15550;15550
2025-01;AEP - BOG;Aerolíneas Argentinas;;5684;5684
2025-01;AEP - BOG;Avianca;;3666;3666
2025-01;AEP - BPS;Aerolíneas Argentinas;;2709;2709
2025-01;AEP - BRC;Aerolíneas Argentinas;;83179;83179
2025-01;AEP - BRC;Andes Líneas Aéreas;;93;93
2025-01;AEP - BRC;Flybondi;;13076;13076
2025-01;AEP - BRC;JetSMART Airlines;;36528;36528
2025-01;AEP - BSB;Aerolíneas Argentinas;;1116;1116
2025-01;AEP - CNF;Gol Transportes Aéreos;;171;171
2025-01;AEP - CNQ;Aerolíneas Argentinas;;5819;5819
2025-01;AEP - CNQ;Flybondi;;11969;11969
2025-01;AEP - COR;Aerolíneas Argentinas;;54769;54769
2025-01;AEP - COR;American Jet;;50;50
2025-01;AEP - COR;Flybondi;;22542;22542
2025-01;AEP - COR;JetSMART Airlines;;26812;26812
2025-01;AEP - CPC;Aerolíneas Argentinas;;19667;19667
2025-01;AEP - CPC;JetSMART Airlines;;13520;13520
2025-01;AEP - CRD;Aerolíneas Argentinas;;24490;24490
2025-01;AEP - CRD;Flybondi;;5379;5379
2025-01;AEP - CRD;JetSMART Airlines;;4791;4791
2025-01;AEP - CTC;Aerolíneas Argentinas;;4704;4704
2025-01;AEP - CWB;Aerolíneas Argentinas;;5159;5159
2025-01;AEP - EQS;Aerolíneas Argentinas;;8276;8276
2025-01;AEP - EZE;Aerolíneas Argentinas;;40;40
2025-01;AEP - FDO;American Jet;;19;19
2025-01;AEP - FLN;Aerolíneas Argentinas;;25573;25573
2025-01;AEP - FLN;Flybondi;;11070;11070
2025-01;AEP - FLN;Gol Transportes Aéreos;;9327;9327
2025-01;AEP - FLN;JetSMART Airlines;;13399;13399
2025-01;AEP - FMA;Aerolíneas Argentinas;;5974;5974
2025-01;AEP - FTE;Aerolíneas Argentinas;;39607;39607
2025-01;AEP - FTE;American Jet;;24;24
2025-01;AEP - FTE;Flybondi;;2908;2908
2025-01;AEP - FTE;JetSMART Airlines;;2693;2693
2025-01;AEP - GIG;Aerolíneas Argentinas;;45350;45350
2025-01;AEP - GIG;Flybondi;;8597;8597
2025-01;AEP - GIG;Gol Transportes Aéreos;;167;167
2025-01;AEP - GIG;JetSMART Airlines;;8936;8936
2025-01;AEP - GRU;Aerolíneas Argentinas;;27118;27118
2025-01;AEP - GRU;Flybondi;;7425;7425
2025-01;AEP - GRU;Gol Transportes Aéreos;;36191;36191
2025-01;AEP - GRU;TAM Linhas Aéreas;;43430;43430
2025-01;AEP - IGR;Aerolíneas Argentinas;;47735;47735
2025-01;AEP - IGR;Flybondi;;17480;17480
2025-01;AEP - IGR;JetSMART Airlines;;28606;28606
2025-01;AEP - IRJ;Aerolíneas Argentinas;;4384;4384
2025-01;AEP - JUJ;Aerolíneas Argentinas;;16118;16118
2025-01;AEP - JUJ;Flybondi;;8656;8656
2025-01;AEP - LIM;Aerolíneas Argentinas;;7832;7832
2025-01;AEP - LIM;JetSMART Airlines;;9573;9573
2025-01;AEP - LIM;LATAM Perú;;18374;18374
2025-01;AEP - LIM;Sky Airline;;3500;3500
2025-01;AEP - LUQ;Aerolíneas Argentinas;;4494;4494
2025-01;AEP - MDQ;Aerolíneas Argentinas;;30628;30628
2025-01;AEP - MDQ;JetSMART Airlines;;169;169
2025-01;AEP - MDQ;LADE - Líneas Aéreas Del Estado;45;;45
2025-01;AEP - MDZ;Aerolíneas Argentinas;;42335;42335
2025-01;AEP - MDZ;Flybondi;;29048;29048
2025-01;AEP - MDZ;JetSMART Airlines;;29974;29974
2025-01;AEP - MVD;Aerolíneas Argentinas;;11912;11912
2025-01;AEP - NAT;Gol Transportes Aéreos;;1291;1291
2025-01;AEP - NQN;Aerolíneas Argentinas;;32175;32175
2025-01;AEP - NQN;Flybondi;;12142;12142
2025-01;AEP - NQN;JetSMART Airlines;;22112;22112
2025-01;AEP - PDP;Aerolíneas Argentinas;;22290;22290
2025-01;AEP - PMQ;American Jet;;40;40
2025-01;AEP - PMY;Aerolíneas Argentinas;;6096;6096
2025-01;AEP - PMY;Flybondi;;6175;6175
2025-01;AEP - PMY;JetSMART Airlines;;68;68
2025-01;AEP - POA;American Jet;;45;45
2025-01;AEP - PRA;Aerolíneas Argentinas;;3264;3264
2025-01;AEP - PRA;Flybondi;;71;71
2025-01;AEP - PSS;Aerolíneas Argentinas;;11420;11420
2025-01;AEP - PSS;Flybondi;;13434;13434
2025-01;AEP - RCU;Aerolíneas Argentinas;;438;438
2025-01;AEP - REC;Gol Transportes Aéreos;;838;838
2025-01;AEP - REL;Aerolíneas Argentinas;;18318;18318
2025-01;AEP - REL;Flybondi;;43;43
2025-01;AEP - RES;Aerolíneas Argentinas;;10466;10466
2025-01;AEP - RGA;Aerolíneas Argentinas;;13250;13250
2025-01;AEP - RGA;Flybondi;;95;95
2025-01;AEP - RGL;Aerolíneas Argentinas;;11165;11165
2025-01;AEP - RHD;Aerolíneas Argentinas;;1313;1313
2025-01;AEP - RLO;Aerolíneas Argentinas;;790;790
2025-01;AEP - ROS;Aerolíneas Argentinas;;11300;11300
2025-01;AEP - ROS;American Jet;;46;46
2025-01;AEP - RSA;Aerolíneas Argentinas;;3166;3166
2025-01;AEP - SCL;Aerolíneas Argentinas;;18964;18964
2025-01;AEP - SCL;JetSMART Airlines;;21018;21018
2025-01;AEP - SCL;LATAM;;36278;36278
2025-01;AEP - SCL;LATAM Perú;;491;491
2025-01;AEP - SCL;Sky Airline;;19738;19738
2025-01;AEP - SDE;Aerolíneas Argentinas;;7261;7261
2025-01;AEP - SDE;Flybondi;;8245;8245
2025-01;AEP - SDE;JetSMART Airlines;;79;79
2025-01;AEP - SFN;Aerolíneas Argentinas;;4566;4566
2025-01;AEP - SLA;Aerolíneas Argentinas;;38588;38588
2025-01;AEP - SLA;Flybondi;;6790;6790
2025-01;AEP - SLA;JetSMART Airlines;;16806;16806
2025-01;AEP - SSA;Aerolíneas Argentinas;;12183;12183
2025-01;AEP - SSA;Gol Transportes Aéreos;;1465;1465
2025-01;AEP - TDL;Fuerza Aérea Argentina;10;;10
2025-01;AEP - TUC;Aerolíneas Argentinas;;26429;26429
2025-01;AEP - TUC;Flybondi;;13240;13240
2025-01;AEP - TUC;JetSMART Airlines;;9274;9274
2025-01;AEP - UAQ;Aerolíneas Argentinas;;9992;9992
2025-01;AEP - UAQ;Flybondi;;5033;5033
2025-01;AEP - USH;Aerolíneas Argentinas;;42742;42742
2025-01;AEP - USH;Flybondi;;2080;2080
2025-01;AEP - USH;Fuerza Aérea Argentina;10;;10
2025-01;AEP - USH;JetSMART Airlines;;4806;4806
2025-01;AEP - VDM;Aerolíneas Argentinas;;3066;3066
2025-01;AEP - VDM;Flybondi;;81;81
2025-01;AEP - VVI;Aerolíneas Argentinas;;3142;3142
2025-01;AMS - EZE;Air Canada;;289;289
2025-01;AMS - EZE;KLM;;14089;14089
2025-01;AQP - TUC;Sirio;12;;12
2025-01;ASU - COR;Amaszonas;;628;628
2025-01;ASU - EZE;Amaszonas;;69;69
2025-01;ASU - EZE;Flybondi;;180;180
2025-01;ASU - EZE;LATAM Cargo Uruguay;;147;147
2025-01;ASU - JUJ;Amaszonas;;363;363
2025-01;ATL - EZE;Delta Air Lines;;21288;21288
2025-01;BCN - EZE;Iberia Airlines;;18235;18235
2025-01;BHI - BRC;LADE - Líneas Aéreas Del Estado;78;82;160
2025-01;BHI - BRC;Sky Airline;37;;37
2025-01;BHI - MDQ;Aerolíneas Argentinas;;48;48
2025-01;BHI - MDQ;LADE - Líneas Aéreas Del Estado;63;69;132
2025-01;BOG - EZE;Avianca;;27043;27043
2025-01;BOG - EZE;Gol Transportes Aéreos;;8696;8696
2025-01;BPS - COR;Andes Líneas Aéreas;;703;703
2025-01;BPS - EZE;Aerolíneas Argentinas;;484;484
2025-01;BPS - EZE;Gol Transportes Aéreos;;2345;2345
2025-01;BPS - IGR;Andes Líneas Aéreas;;165;165
2025-01;BRC - CCP;Andes Líneas Aéreas;;738;738
2025-01;BRC - COR;Aerolíneas Argentinas;;5220;5220
2025-01;BRC - COR;Andes Líneas Aéreas;;5760;5760
2025-01;BRC - COR;Flybondi;;10387;10387
2025-01;BRC - EZE;Aerolíneas Argentinas;;14706;14706
2025-01;BRC - EZE;Andes Líneas Aéreas;;1497;1497
2025-01;BRC - EZE;Flybondi;;36278;36278
2025-01;BRC - EZE;JetSMART Airlines;;18656;18656
2025-01;BRC - FTE;Aerolíneas Argentinas;;7932;7932
2025-01;BRC - MDZ;Aerolíneas Argentinas;;3708;3708
2025-01;BRC - MDZ;Andes Líneas Aéreas;;362;362
2025-01;BRC - MDZ;JetSMART Airlines;;5358;5358
2025-01;BRC - PNT;Sky Airline;;77;77
2025-01;BRC - RCU;Andes Líneas Aéreas;;269;269
2025-01;BRC - ROS;Aerolíneas Argentinas;;3198;3198
2025-01;BRC - SCL;Andes Líneas Aéreas;;2671;2671
2025-01;BRC - SCL;LATAM;;3455;3455
2025-01;BRC - SCL;Sky Airline;;3530;3530
2025-01;BRC - SFN;Andes Líneas Aéreas;;273;273
2025-01;BSB - EZE;Gol Transportes Aéreos;;4714;4714
2025-01;CCP - CPC;Aerolíneas Argentinas;;69;69
2025-01;CCP - EZE;Aerolíneas Argentinas;;66;66
2025-01;CDG - EZE;Air France;;16683;16683
2025-01;CNF - EZE;Gol Transportes Aéreos;;2728;2728
2025-01;CNQ - EZE;Flybondi;;1126;1126
2025-01;COR - CRD;Aerolíneas Argentinas;;2374;2374
2025-01;COR - CUZ;LATAM Perú;;165;165
2025-01;COR - EPA;Fuerza Aérea Argentina;47;;47
2025-01;COR - EZE;Aerolíneas Argentinas;;8281;8281
2025-01;COR - EZE;American Jet;;50;50
2025-01;COR - EZE;Andes Líneas Aéreas;;311;311
2025-01;COR - EZE;Flybondi;;2936;2936
2025-01;COR - EZE;JetSMART Airlines;;880;880
2025-01;COR - FLN;Aerolíneas Argentinas;;3715;3715
2025-01;COR - FLN;Gol Transportes Aéreos;;3757;3757
2025-01;COR - FLN;Sky Airline;;631;631
2025-01;COR - FTE;Aerolíneas Argentinas;;2534;2534
2025-01;COR - GIG;Aerolíneas Argentinas;;6729;6729
2025-01;COR - GIG;Gol Transportes Aéreos;;10296;10296
2025-01;COR - GRU;Aerolíneas Argentinas;;348;348
2025-01;COR - IGR;Aerolíneas Argentinas;;4530;4530
2025-01;COR - IGR;Andes Líneas Aéreas;;242;242
2025-01;COR - IGR;Flybondi;;188;188
2025-01;COR - IGU;Aerolíneas Argentinas;;113;113
2025-01;COR - JUJ;Aerolíneas Argentinas;;2567;2567
2025-01;COR - LIM;LATAM Perú;;8777;8777
2025-01;COR - MAD;Air Europa;;7624;7624
2025-01;COR - MCZ;Flybondi;;1115;1115
2025-01;COR - MDQ;Aerolíneas Argentinas;;4229;4229
2025-01;COR - MDZ;Aerolíneas Argentinas;;7331;7331
2025-01;COR - MDZ;Copa Airlines;;64;64
2025-01;COR - MDZ;Flybondi;;2611;2611
2025-01;COR - NQN;Aerolíneas Argentinas;;4725;4725
2025-01;COR - NQN;American Jet;;19;19
2025-01;COR - NQN;Flybondi;;5948;5948
2025-01;COR - PTY;Copa Airlines;;19354;19354
2025-01;COR - PUJ;Aerolíneas Argentinas;;4655;4655
2025-01;COR - RES;Aerolíneas Argentinas;;70;70
2025-01;COR - ROS;Copa Airlines;;31;31
2025-01;COR - SCL;LATAM;;11110;11110
2025-01;COR - SLA;Aerolíneas Argentinas;;4921;4921
2025-01;COR - SLA;Flybondi;;5029;5029
2025-01;COR - SLA;Fuerza Aérea Argentina;25;;25
2025-01;COR - SSA;Aerolíneas Argentinas;;1058;1058
2025-01;COR - TUC;Aerolíneas Argentinas;;2895;2895
2025-01;COR - USH;Aerolíneas Argentinas;;2814;2814
2025-01;CPC - CPC;Aerolíneas Argentinas;;64;64
2025-01;CPC - EZE;Aerolíneas Argentinas;;1772;1772
2025-01;CRD - CRD;Aerolíneas Argentinas;;43;43
2025-01;CRD - EZE;Aerolíneas Argentinas;;1327;1327
2025-01;CRD - EZE;Flybondi;;3640;3640
2025-01;CRD - EZE;JetSMART Airlines;;40;40
2025-01;CRD - FTE;LADE - Líneas Aéreas Del Estado;43;136;179
2025-01;CRD - NQN;Aerolíneas Argentinas;;3642;3642
2025-01;CRD - NQN;Fuerza Aérea Argentina;12;;12
2025-01;CRD - PMQ;LADE - Líneas Aéreas Del Estado;29;61;90
2025-01;CTC - EZE;Aerolíneas Argentinas;;78;78
2025-01;CTC - IRJ;Aerolíneas Argentinas;;24;24
2025-01;CUN - EZE;Aerolíneas Argentinas;;12727;12727
2025-01;CWB - EZE;Flybondi;;164;164
2025-01;DFW - EZE;American Airlines;;14697;14697
2025-01;EOH - EZE;Avianca;;188;188
2025-01;EPA - RGL;Fuerza Aérea Argentina;20;;20
2025-01;EQS - EQS;Aerolíneas Argentinas;;85;85
2025-01;EQS - EZE;Aerolíneas Argentinas;;67;67
2025-01;EZE - FCO;Aerolíneas Argentinas;;9519;9519
2025-01;EZE - FCO;ITA Airways;;22786;22786
2025-01;EZE - FLN;Aerolíneas Argentinas;;1415;1415
2025-01;EZE - FLN;Boliviana de Aviacion;;152;152
2025-01;EZE - FLN;Flybondi;;13602;13602
2025-01;EZE - FLN;Gol Transportes Aéreos;;22466;22466
2025-01;EZE - FLN;JetSMART Airlines;;654;654
2025-01;EZE - FOR;Gol Transportes Aéreos;;3460;3460
2025-01;EZE - FRA;ITA Airways;;290;290
2025-01;EZE - FRA;Lufthansa;;19892;19892
2025-01;EZE - FRA;United Airlines;;213;213
2025-01;EZE - FTE;Aerolíneas Argentinas;;15130;15130
2025-01;EZE - FTE;American Jet;;24;24
2025-01;EZE - FTE;Flybondi;;11728;11728
2025-01;EZE - FTE;JetSMART Airlines;;4119;4119
2025-01;EZE - GIG;Aerolíneas Argentinas;;6671;6671
2025-01;EZE - GIG;British Airways;;18548;18548
2025-01;EZE - GIG;Emirates Airline;;11090;11090
2025-01;EZE - GIG;Flybondi;;21100;21100
2025-01;EZE - GIG;Gol Transportes Aéreos;;24107;24107
2025-01;EZE - GIG;JetSMART Airlines;;15355;15355
2025-01;EZE - GIG;Swiss International Air Lines;;185;185
2025-01;EZE - GIG;Turkish Airlines;;182;182
2025-01;EZE - GRU;Air Canada;;15548;15548
2025-01;EZE - GRU;British Airways;;930;930
2025-01;EZE - GRU;Emirates Airline;;297;297
2025-01;EZE - GRU;Ethiopian Airlines;;13840;13840
2025-01;EZE - GRU;Flybondi;;1407;1407
2025-01;EZE - GRU;Gol Transportes Aéreos;;10652;10652
2025-01;EZE - GRU;JetSMART Airlines;;133;133
2025-01;EZE - GRU;Swiss International Air Lines;;4327;4327
2025-01;EZE - GRU;TAM Linhas Aéreas;;6220;6220
2025-01;EZE - GRU;Turkish Airlines;;14088;14088
2025-01;EZE - GRU;United Airlines;;229;229
2025-01;EZE - GSJ;Avianca Costa Rica;;159;159
2025-01;EZE - GYE;Avianca;;1866;1866
2025-01;EZE - GYE;Avianca Costa Rica;;4252;4252
2025-01;EZE - IAD;United Airlines;;230;230
2025-01;EZE - IAH;United Airlines;;27914;27914
2025-01;EZE - IGR;Aerolíneas Argentinas;;11561;11561
2025-01;EZE - IGR;Flybondi;;24636;24636
2025-01;EZE - IGR;JetSMART Airlines;;9534;9534
2025-01;EZE - IRJ;Aerolíneas Argentinas;;282;282
2025-01;EZE - JFK;American Airlines;;15619;15619
2025-01;EZE - JFK;Delta Air Lines;;13172;13172
2025-01;EZE - JPA;Gol Transportes Aéreos;;541;541
2025-01;EZE - JUJ;Aerolíneas Argentinas;;2180;2180
2025-01;EZE - JUJ;Flybondi;;8671;8671
2025-01;EZE - LIM;LATAM Ecuador;;7365;7365
2025-01;EZE - LIM;LATAM Perú;;14201;14201
2025-01;EZE - LIM;Sky Airline;;6658;6658
2025-01;EZE - MAD;Aerolíneas Argentinas;;21863;21863
2025-01;EZE - MAD;Air Europa;;18432;18432
2025-01;EZE - MAD;Iberia Airlines;;57092;57092
2025-01;EZE - MCZ;Gol Transportes Aéreos;;2241;2241
2025-01;EZE - MDE;Avianca;;8847;8847
2025-01;EZE - MDZ;Aerolíneas Argentinas;;7204;7204
2025-01;EZE - MDZ;Andes Líneas Aéreas;;170;170
2025-01;EZE - MDZ;Flybondi;;6833;6833
2025-01;EZE - MDZ;JetSMART Airlines;;2868;2868
2025-01;EZE - MEX;Aeroméxico;;16336;16336
2025-01;EZE - MIA;Aerolíneas Argentinas;;28538;28538
2025-01;EZE - MIA;American Airlines;;44671;44671
2025-01;EZE - MVD;Aerolíneas Argentinas;;520;520
2025-01;EZE - MVD;American Jet;;49;49
2025-01;EZE - NAT;Gol Transportes Aéreos;;2658;2658
2025-01;EZE - NQN;Aerolíneas Argentinas;;1701;1701
2025-01;EZE - NQN;Flybondi;;3388;3388
2025-01;EZE - NQN;JetSMART Airlines;;2762;2762
2025-01;EZE - PDP;Dassault Aviation;;15;15
2025-01;EZE - PIO;Andes Líneas Aéreas;;1249;1249
2025-01;EZE - PMQ;American Jet;;62;62
2025-01;EZE - PMY;Aerolíneas Argentinas;;925;925
2025-01;EZE - PMY;Flybondi;;2565;2565
2025-01;EZE - POA;Andes Líneas Aéreas;;62;62
2025-01;EZE - PSS;Aerolíneas Argentinas;;813;813
2025-01;EZE - PSS;Flybondi;;624;624
2025-01;EZE - PTY;Copa Airlines;;37270;37270
2025-01;EZE - PUJ;Aerolíneas Argentinas;;13323;13323
2025-01;EZE - PUJ;Arajet;;10341;10341
2025-01;EZE - REC;Gol Transportes Aéreos;;2293;2293
2025-01;EZE - REL;Aerolíneas Argentinas;;781;781
2025-01;EZE - RES;Aerolíneas Argentinas;;1358;1358
2025-01;EZE - RGA;Aerolíneas Argentinas;;102;102
2025-01;EZE - RGL;Aerolíneas Argentinas;;1159;1159
2025-01;EZE - SCL;JetSMART Airlines;;432;432
2025-01;EZE - SCL;KLM;;13778;13778
2025-01;EZE - SCL;LATAM;;31272;31272
2025-01;EZE - SCL;LATAM Perú;;136;136
2025-01;EZE - SCL;Sky Airline;;14886;14886
2025-01;EZE - SDE;Aerolíneas Argentinas;;86;86
2025-01;EZE - SDE;Flybondi;;467;467
2025-01;EZE - SFN;Aerolíneas Argentinas;;179;179
2025-01;EZE - SLA;Aerolíneas Argentinas;;7612;7612
2025-01;EZE - SLA;Andes Líneas Aéreas;;357;357
2025-01;EZE - SLA;Flybondi;;13099;13099
2025-01;EZE - SLA;JetSMART Airlines;;3449;3449
2025-01;EZE - SSA;Aerolíneas Argentinas;;275;275
2025-01;EZE - SSA;Gol Transportes Aéreos;;1918;1918
2025-01;EZE - TUC;Aerolíneas Argentinas;;7213;7213
2025-01;EZE - TUC;Flybondi;;2407;2407
2025-01;EZE - TUC;JetSMART Airlines;;979;979
2025-01;EZE - UAQ;Flybondi;;1013;1013
2025-01;EZE - UIO;Avianca;;2142;2142
2025-01;EZE - UIO;Avianca Costa Rica;;4962;4962
2025-01;EZE - USH;Aerolíneas Argentinas;;29557;29557
2025-01;EZE - USH;Flybondi;;21547;21547
2025-01;EZE - USH;JetSMART Airlines;;9294;9294
2025-01;EZE - VVI;Boliviana de Aviacion;;17064;17064
2025-01;FDO - IGR;American Jet;;16;16
2025-01;FDO - MDQ;American Jet;;16;16
2025-01;FLN - MDZ;Sky Airline;;1166;1166
2025-01;FLN - ROS;Aerolíneas Argentinas;;2802;2802
2025-01;FLN - ROS;Gol Transportes Aéreos;;3485;3485
2025-01;FMA - RES;Aerolíneas Argentinas;;48;48
2025-01;FTE - PMQ;LADE - Líneas Aéreas Del Estado;11;19;30
2025-01;FTE - REL;Aerolíneas Argentinas;;1673;1673
2025-01;FTE - RGL;LADE - Líneas Aéreas Del Estado;33;96;129
2025-01;FTE - SCL;Sky Airline;;2316;2316
2025-01;FTE - USH;Aerolíneas Argentinas;;22259;22259
2025-01;FTE - USH;Flybondi;;5895;5895
2025-01;FTE - USH;LADE - Líneas Aéreas Del Estado;;40;40
2025-01;GIG - ROS;Aerolíneas Argentinas;;5157;5157
2025-01;GIG - ROS;Gol Transportes Aéreos;;9706;9706
2025-01;GRU - MDZ;Gol Transportes Aéreos;;5623;5623
2025-01;GRU - MDZ;TAM Linhas Aéreas;;5097;5097
2025-01;GRU - SLA;Aerolíneas Argentinas;;1046;1046
2025-01;IGR - JUJ;Aerolíneas Argentinas;;1497;1497
2025-01;IGR - MCZ;Flybondi;;187;187
2025-01;IGR - MVD;Aerolíneas Argentinas;;91;91
2025-01;IGR - ROS;Aerolíneas Argentinas;;1253;1253
2025-01;IGR - SLA;Aerolíneas Argentinas;;3214;3214
2025-01;IGR - TUC;Aerolíneas Argentinas;;830;830
2025-01;JUJ - MDZ;Aerolíneas Argentinas;;1038;1038
2025-01;LIM - MDZ;LATAM Perú;;5813;5813
2025-01;LIM - ROS;LATAM Perú;;3855;3855
2025-01;LIM - SLA;LATAM Perú;;6435;6435
2025-01;MDQ - MDZ;Aerolíneas Argentinas;;1609;1609
2025-01;MDQ - ROS;Aerolíneas Argentinas;;1623;1623
2025-01;MDQ - TUC;Aerolíneas Argentinas;;3822;3822
2025-01;MDQ - USH;Aerolíneas Argentinas;;83;83
2025-01;MDZ - NQN;Aerolíneas Argentinas;;3356;3356
2025-01;MDZ - NQN;American Jet;;219;219
2025-01;MDZ - PTY;Copa Airlines;;7076;7076
2025-01;MDZ - RES;Fuerza Aérea Argentina;12;;12
2025-01;MDZ - ROS;Aerolíneas Argentinas;;1033;1033
2025-01;MDZ - ROS;American Jet;24;92;116
2025-01;MDZ - SCL;Aerolíneas Argentinas;;1391;1391
2025-01;MDZ - SCL;JetSMART Airlines;;4665;4665
2025-01;MDZ - SCL;LATAM;;20413;20413
2025-01;MDZ - SCL;Sky Airline;;13189;13189
2025-01;MDZ - SLA;Aerolíneas Argentinas;;2573;2573
2025-01;MDZ - SLA;JetSMART Airlines;;4318;4318
2025-01;MPN - RGL;LATAM;;123;123
2025-01;NQN - NQN;American Jet;;139;139
2025-01;NQN - SLA;JetSMART Airlines;;7624;7624
2025-01;POA - ROS;American Jet;;45;45
2025-01;POA - ROS;Andes Líneas Aéreas;;44;44
2025-01;PTY - ROS;Copa Airlines;;11880;11880
2025-01;PUJ - ROS;Aerolíneas Argentinas;;1066;1066
2025-01;PUJ - TUC;Aerolíneas Argentinas;;997;997
2025-01;REL - USH;Aerolíneas Argentinas;;2217;2217
2025-01;RES - TUC;Aerolíneas Argentinas;;37;37
2025-01;RGA - RGL;LADE - Líneas Aéreas Del Estado;22;114;136
2025-01;RGA - USH;LADE - Líneas Aéreas Del Estado;;98;98
2025-01;RGL - RGL;Aerolíneas Argentinas;;77;77
2025-01;RGL - USH;LADE - Líneas Aéreas Del Estado;;238;238
2025-01;ROS - UAQ;American Jet;;25;25
2025-01;SCL - USH;LATAM;;535;535
2025-01;SLA - TUC;Aerolíneas Argentinas;;83;83
2025-02;AEP - AFA;Aerolíneas Argentinas;;3857;3857
2025-02;AEP - ASU;Aerolíneas Argentinas;;7129;7129
2025-02;AEP - ASU;Amaszonas;;2072;2072
2025-02;AEP - ASU;JetSMART Airlines;;3646;3646
2025-02;AEP - BHI;Aerolíneas Argentinas;;14520;14520
2025-02;AEP - BOG;Aerolíneas Argentinas;;5120;5120
2025-02;AEP - BOG;Avianca;;3539;3539
2025-02;AEP - BPS;Aerolíneas Argentinas;;3808;3808
2025-02;AEP - BRC;Aerolíneas Argentinas;;73533;73533
2025-02;AEP - BRC;Andes Líneas Aéreas;;424;424
2025-02;AEP - BRC;Flybondi;;4905;4905
2025-02;AEP - BRC;JetSMART Airlines;;29250;29250
2025-02;AEP - BSB;Aerolíneas Argentinas;;633;633
2025-02;AEP - BSB;TAM Linhas Aéreas;;158;158
2025-02;AEP - CNQ;Aerolíneas Argentinas;;5094;5094
2025-02;AEP - CNQ;Flybondi;;9519;9519
2025-02;AEP - COR;Aerolíneas Argentinas;;51991;51991
2025-02;AEP - COR;American Jet;;59;59
2025-02;AEP - COR;Andes Líneas Aéreas;;85;85
2025-02;AEP - COR;Flybondi;;20791;20791
2025-02;AEP - COR;JetSMART Airlines;;31337;31337
2025-02;AEP - CPC;Aerolíneas Argentinas;;16902;16902
2025-02;AEP - CPC;JetSMART Airlines;;11768;11768
2025-02;AEP - CRD;Aerolíneas Argentinas;;22645;22645
2025-02;AEP - CRD;Flybondi;;853;853
2025-02;AEP - CRD;JetSMART Airlines;;5055;5055
2025-02;AEP - CTC;Aerolíneas Argentinas;;4251;4251
2025-02;AEP - CWB;Aerolíneas Argentinas;;4319;4319
2025-02;AEP - EQS;Aerolíneas Argentinas;;7312;7312
2025-02;AEP - EZE;Flybondi;;50;50
2025-02;AEP - FLN;Aerolíneas Argentinas;;25584;25584
2025-02;AEP - FLN;Flybondi;;9361;9361
2025-02;AEP - FLN;Gol Transportes Aéreos;;8641;8641
2025-02;AEP - FLN;JetSMART Airlines;;15109;15109
2025-02;AEP - FMA;Aerolíneas Argentinas;;5414;5414
2025-02;AEP - FMA;JetSMART Airlines;;48;48
2025-02;AEP - FTE;Aerolíneas Argentinas;;32551;32551
2025-02;AEP - FTE;Flybondi;;3173;3173
2025-02;AEP - FTE;JetSMART Airlines;;3614;3614
2025-02;AEP - GIG;Aerolíneas Argentinas;;39027;39027
2025-02;AEP - GIG;Flybondi;;7414;7414
2025-02;AEP - GIG;Gol Transportes Aéreos;;498;498
2025-02;AEP - GIG;JetSMART Airlines;;8558;8558
2025-02;AEP - GIG;TAM Linhas Aéreas;;164;164
2025-02;AEP - GRU;Aerolíneas Argentinas;;20644;20644
2025-02;AEP - GRU;Flybondi;;6251;6251
2025-02;AEP - GRU;Gol Transportes Aéreos;;32674;32674
2025-02;AEP - GRU;TAM Linhas Aéreas;;39878;39878
2025-02;AEP - IGR;Aerolíneas Argentinas;;42895;42895
2025-02;AEP - IGR;Flybondi;;15354;15354
2025-02;AEP - IGR;JetSMART Airlines;;30349;30349
2025-02;AEP - IGU;Flybondi;;164;164
2025-02;AEP - IRJ;Aerolíneas Argentinas;;4393;4393
2025-02;AEP - JUJ;Aerolíneas Argentinas;;14812;14812
2025-02;AEP - JUJ;Flybondi;;9541;9541
2025-02;AEP - LIM;Aerolíneas Argentinas;;7245;7245
2025-02;AEP - LIM;JetSMART Airlines;;8507;8507
2025-02;AEP - LIM;LATAM;;170;170
2025-02;AEP - LIM;LATAM Perú;;16322;16322
2025-02;AEP - LIM;Sky Airline;;2943;2943
2025-02;AEP - LUQ;Aerolíneas Argentinas;;3931;3931
2025-02;AEP - LUQ;Flybondi;;42;42
2025-02;AEP - MDQ;Aerolíneas Argentinas;;23644;23644
2025-02;AEP - MDQ;LADE - Líneas Aéreas Del Estado;19;;19
2025-02;AEP - MDZ;Aerolíneas Argentinas;;38240;38240
2025-02;AEP - MDZ;American Jet;;143;143
2025-02;AEP - MDZ;Andes Líneas Aéreas;;1083;1083
2025-02;AEP - MDZ;Flybondi;;18360;18360
2025-02;AEP - MDZ;JetSMART Airlines;;32542;32542
2025-02;AEP - MVD;Aerolíneas Argentinas;;10520;10520
2025-02;AEP - MVD;JetSMART Airlines;;226;226
2025-02;AEP - NAT;Gol Transportes Aéreos;;1148;1148
