AñoMes;CityPair_IATA;Aerolinea Nombre;Av. General;Comercial;TotalPasajeros
2025-06;MDZ - POA;Azul Linhas Aéreas Brasileiras;;52;52
2025-06;MDZ - PTY;Copa Airlines;;7315;7315
2025-06;MDZ - RGL;Fuerza Aérea Argentina;10;;10
2025-06;MDZ - ROS;Aerolíneas Argentinas;;1316;1316
2025-06;MDZ - SCL;Aerovías DAP;;22;22
2025-06;MDZ - SCL;American Airlines;;164;164
2025-06;MDZ - SCL;JetSMART Airlines;;9287;9287
2025-06;MDZ - SCL;LATAM;;12748;12748
2025-06;MDZ - SCL;Sky Airline;;9619;9619
2025-06;MDZ - SLA;Aerolíneas Argentinas;;1448;1448
2025-06;MDZ - SLA;JetSMART Airlines;;3984;3984
2025-06;MDZ - UAQ;Aerolíneas Argentinas;;113;113
2025-06;MDZ - VCP;Azul Linhas Aéreas Brasileiras;;1335;1335
2025-06;NQN - NQN;Aerolíneas Argentinas;;82;82
2025-06;NQN - NQN;American Jet;;111;111
2025-06;NQN - NQN;JetSMART Airlines;;90;90
2025-06;NQN - ROS;Aerolíneas Argentinas;;712;712
2025-06;NQN - SLA;JetSMART Airlines;;6138;6138
2025-06;PMQ - RGL;LADE - Líneas Aéreas Del Estado;;10;10
2025-06;PTY - ROS;Copa Airlines;;12691;12691
2025-06;PUJ - TUC;Aerolíneas Argentinas;;1307;1307
2025-06;RES - RES;JetSMART Airlines;;71;71
2025-06;RGA - RGL;Fuerza Aérea Argentina;18;;18
2025-06;RGA - RGL;LADE - Líneas Aéreas Del Estado;22;113;135
2025-06;RGA - USH;LADE - Líneas Aéreas Del Estado;;65;65
2025-06;RGL - USH;LADE - Líneas Aéreas Del Estado;46;202;248
2025-06;ROS - SLA;Aerolíneas Argentinas;;1099;1099
2025-06;SDE - SDE;Flybondi;;74;74
2025-06;SDE - TUC;Aerolíneas Argentinas;;52;52
2025-06;SLA - SLA;American Jet;;10;10
2025-06;USH - USH;Flybondi;;14;14
2025-07;AEP - AEP;Aerolíneas Argentinas;;60;60
2025-07;AEP - AFA;Aerolíneas Argentinas;;4344;4344
2025-07;AEP - ASU;Aerolíneas Argentinas;;9970;9970
2025-07;AEP - ASU;Amaszonas;;2491;2491
2025-07;AEP - ASU;Chief of Staff United States Air Force;35;;35
2025-07;AEP - ASU;Fuerza Aérea Paraguaya;16;;16
2025-07;AEP - ASU;JetSMART Airlines;;6726;6726
2025-07;AEP - BHI;Aerolíneas Argentinas;;17345;17345
2025-07;AEP - BHI;JetSMART Airlines;;79;79
2025-07;AEP - BOG;Aerolíneas Argentinas;;6435;6435
2025-07;AEP - BOG;Avianca;;8729;8729
2025-07;AEP - BPS;Aerolíneas Argentinas;;1925;1925
2025-07;AEP - BRC;Aerolíneas Argentinas;;84269;84269
2025-07;AEP - BRC;Flybondi;;26388;26388
2025-07;AEP - BRC;JetSMART Airlines;;37385;37385
2025-07;AEP - BSB;Fuerza Aérea Brasilera;36;;36
2025-07;AEP - BSB;Gol Transportes Aéreos;;5086;5086
2025-07;AEP - CNF;Gol Transportes Aéreos;;2396;2396
2025-07;AEP - CNQ;Aerolíneas Argentinas;;7356;7356
2025-07;AEP - CNQ;Flybondi;;11505;11505
2025-07;AEP - COR;Aerolíneas Argentinas;;60767;60767
2025-07;AEP - COR;Avianca;;117;117
2025-07;AEP - COR;Flybondi;;23755;23755
2025-07;AEP - COR;Fuerza Aérea Argentina;24;;24
2025-07;AEP - COR;JetSMART Airlines;;36883;36883
2025-07;AEP - CPC;Aerolíneas Argentinas;;19702;19702
2025-07;AEP - CPC;Flybondi;;50;50
2025-07;AEP - CPC;JetSMART Airlines;;18080;18080
2025-07;AEP - CRD;Aerolíneas Argentinas;;27650;27650
2025-07;AEP - CRD;Flybondi;;4863;4863
2025-07;AEP - CRD;JetSMART Airlines;;6682;6682
2025-07;AEP - CTC;Aerolíneas Argentinas;;7282;7282
2025-07;AEP - CTC;JetSMART Airlines;;51;51
2025-07;AEP - CWB;Aerolíneas Argentinas;;4827;4827
2025-07;AEP - EQS;Aerolíneas Argentinas;;8440;8440
2025-07;AEP - EZE;Aerolíneas Argentinas;;73;73
2025-07;AEP - EZE;Copa Airlines;;139;139
2025-07;AEP - EZE;Flybondi;;92;92
2025-07;AEP - EZE;Gol Transportes Aéreos;;65;65
2025-07;AEP - EZE;JetSMART Airlines;;108;108
2025-07;AEP - EZE;LATAM;;62;62
2025-07;AEP - EZE;LATAM Ecuador;;144;144
2025-07;AEP - FLN;Gol Transportes Aéreos;;10134;10134
2025-07;AEP - FLN;JetSMART Airlines;;1627;1627
2025-07;AEP - FMA;Aerolíneas Argentinas;;8862;8862
2025-07;AEP - FOR;Gol Transportes Aéreos;;1243;1243
2025-07;AEP - FTE;Aerolíneas Argentinas;;16257;16257
2025-07;AEP - FTE;Flybondi;;1066;1066
2025-07;AEP - GIG;Aerolíneas Argentinas;;38105;38105
2025-07;AEP - GIG;Flybondi;;11340;11340
2025-07;AEP - GIG;Gol Transportes Aéreos;;17022;17022
2025-07;AEP - GIG;JetSMART Airlines;;19594;19594
2025-07;AEP - GIG;TAM Linhas Aéreas;;146;146
2025-07;AEP - GRU;Aerolíneas Argentinas;;35910;35910
2025-07;AEP - GRU;Flybondi;;5675;5675
2025-07;AEP - GRU;Gol Transportes Aéreos;;45488;45488
2025-07;AEP - GRU;JetSMART Airlines;;146;146
2025-07;AEP - GRU;LATAM;;177;177
2025-07;AEP - GRU;TAM Linhas Aéreas;;47244;47244
2025-07;AEP - IGR;Aerolíneas Argentinas;;39271;39271
2025-07;AEP - IGR;Flybondi;;14751;14751
2025-07;AEP - IGR;JetSMART Airlines;;35382;35382
2025-07;AEP - IRJ;Aerolíneas Argentinas;;5919;5919
2025-07;AEP - JUJ;Aerolíneas Argentinas;;18237;18237
2025-07;AEP - JUJ;Flybondi;;9198;9198
2025-07;AEP - JUJ;JetSMART Airlines;;28;28
2025-07;AEP - LIM;Aerolíneas Argentinas;;8679;8679
2025-07;AEP - LIM;Gol Transportes Aéreos;;174;174
2025-07;AEP - LIM;JetSMART Airlines;;9388;9388
2025-07;AEP - LIM;LATAM Ecuador;;144;144
2025-07;AEP - LIM;LATAM Perú;;17406;17406
2025-07;AEP - LIM;Sky Airline;;7642;7642
2025-07;AEP - LUQ;Aerolíneas Argentinas;;5214;5214
2025-07;AEP - MDE;Avianca;;86;86
2025-07;AEP - MDQ;Aerolíneas Argentinas;;17229;17229
2025-07;AEP - MDQ;JetSMART Airlines;;120;120
2025-07;AEP - MDQ;LADE - Líneas Aéreas Del Estado;101;134;235
2025-07;AEP - MDZ;Aerolíneas Argentinas;;41526;41526
2025-07;AEP - MDZ;Flybondi;;20846;20846
2025-07;AEP - MDZ;JetSMART Airlines;;39027;39027
2025-07;AEP - MDZ;LATAM;;155;155
2025-07;AEP - MDZ;Sky Airline;;88;88
2025-07;AEP - MVD;Aerolíneas Argentinas;;13380;13380
2025-07;AEP - MVD;Amaszonas;;32;32
2025-07;AEP - MVD;Fuerza Aérea Uruguaya;15;;15
2025-07;AEP - MVD;TAM Linhas Aéreas;;194;194
2025-07;AEP - NAT;Gol Transportes Aéreos;;955;955
2025-07;AEP - NQN;Aerolíneas Argentinas;;39011;39011
2025-07;AEP - NQN;Flybondi;;8617;8617
2025-07;AEP - NQN;JetSMART Airlines;;30145;30145
2025-07;AEP - OES;Aerolíneas Argentinas;;32;32
2025-07;AEP - PDP;Aerolíneas Argentinas;;2957;2957
2025-07;AEP - PMQ;American Jet;;167;167
2025-07;AEP - PMY;Aerolíneas Argentinas;;7320;7320
2025-07;AEP - PMY;Flybondi;;6264;6264
2025-07;AEP - POA;Aerolíneas Argentinas;;4779;4779
2025-07;AEP - POA;Gol Transportes Aéreos;;3596;3596
2025-07;AEP - PRA;Aerolíneas Argentinas;;3266;3266
2025-07;AEP - PSS;Aerolíneas Argentinas;;13715;13715
2025-07;AEP - PSS;Flybondi;;10601;10601
2025-07;AEP - PSS;JetSMART Airlines;;42;42
2025-07;AEP - PTY;Copa Airlines;;139;139
2025-07;AEP - REC;Gol Transportes Aéreos;;2441;2441
2025-07;AEP - REL;Aerolíneas Argentinas;;15180;15180
2025-07;AEP - REL;JetSMART Airlines;;6966;6966
2025-07;AEP - RES;Aerolíneas Argentinas;;14178;14178
2025-07;AEP - RES;Fuerza Aérea Argentina;35;;35
2025-07;AEP - RES;JetSMART Airlines;;6410;6410
2025-07;AEP - RGA;Aerolíneas Argentinas;;13172;13172
2025-07;AEP - RGL;Aerolíneas Argentinas;;13569;13569
2025-07;AEP - RHD;Aerolíneas Argentinas;;1519;1519
2025-07;AEP - RLO;Aerolíneas Argentinas;;1355;1355
2025-07;AEP - ROS;Aerolíneas Argentinas;;15980;15980
2025-07;AEP - ROS;American Jet;;48;48
2025-07;AEP - RSA;Aerolíneas Argentinas;;3357;3357
2025-07;AEP - SCL;Aerolíneas Argentinas;;25647;25647
2025-07;AEP - SCL;JetSMART Airlines;;23851;23851
2025-07;AEP - SCL;LATAM;;34265;34265
2025-07;AEP - SCL;Sky Airline;;18892;18892
2025-07;AEP - SDE;Aerolíneas Argentinas;;10431;10431
2025-07;AEP - SDE;Flybondi;;7923;7923
2025-07;AEP - SDE;JetSMART Airlines;;278;278
2025-07;AEP - SDU;Fuerza Aérea Brasilera;17;;17
2025-07;AEP - SFN;Aerolíneas Argentinas;;8472;8472
2025-07;AEP - SFN;American Jet;;44;44
2025-07;AEP - SLA;Aerolíneas Argentinas;;29924;29924
2025-07;AEP - SLA;Flybondi;;10801;10801
2025-07;AEP - SLA;JetSMART Airlines;;21950;21950
2025-07;AEP - SSA;Aerolíneas Argentinas;;5889;5889
2025-07;AEP - SSA;Gol Transportes Aéreos;;2580;2580
2025-07;AEP - TDL;Fuerza Aérea Argentina;80;;80
2025-07;AEP - TUC;Aerolíneas Argentinas;;29120;29120
2025-07;AEP - TUC;Flybondi;;13973;13973
2025-07;AEP - TUC;JetSMART Airlines;;10843;10843
2025-07;AEP - UAQ;Aerolíneas Argentinas;;11093;11093
2025-07;AEP - UAQ;American Jet;;64;64
2025-07;AEP - UAQ;Flybondi;;4693;4693
2025-07;AEP - USH;Aerolíneas Argentinas;;34666;34666
2025-07;AEP - USH;Flybondi;;2510;2510
2025-07;AEP - USH;JetSMART Airlines;;2115;2115
2025-07;AEP - VDM;Aerolíneas Argentinas;;2837;2837
2025-07;AEP - VVI;Aerolíneas Argentinas;;1369;1369
2025-07;AMS - EZE;KLM;;14147;14147
2025-07;ASU - COR;Amaszonas;;696;696
2025-07;ASU - EZE;Aerolíneas Argentinas;;515;515
2025-07;ASU - EZE;Amaszonas;;58;58
2025-07;ASU - EZE;JetSMART Airlines;;278;278
2025-07;ASU - JUJ;Amaszonas;;379;379
2025-07;ASU - MDQ;Aerolíneas Argentinas;;116;116
2025-07;ASU - SLA;Aerolíneas Argentinas;;66;66
2025-07;ASU - SLA;Amaszonas;;598;598
2025-07;ATL - EZE;Delta Air Lines;;14447;14447
2025-07;BCN - EZE;Iberia Airlines;;16629;16629
2025-07;BHI - BRC;LADE - Líneas Aéreas Del Estado;85;304;389
2025-07;BHI - CRD;LADE - Líneas Aéreas Del Estado;;88;88
2025-07;BHI - EZE;Aerolíneas Argentinas;;1507;1507
2025-07;BHI - MDQ;LADE - Líneas Aéreas Del Estado;45;290;335
2025-07;BHI - NQN;Aerolíneas Argentinas;;127;127
2025-07;BHI - REL;Aerolíneas Argentinas;;38;38
2025-07;BHI - RGA;Aerolíneas Argentinas;;77;77
2025-07;BOG - COR;Avianca;;4000;4000
2025-07;BOG - EZE;Avianca;;30701;30701
2025-07;BOG - EZE;Copa Airlines;;162;162
2025-07;BPS - EZE;Gol Transportes Aéreos;;1170;1170
2025-07;BRC - CNF;Azul Linhas Aéreas Brasileiras;;2402;2402
2025-07;BRC - COR;Aerolíneas Argentinas;;7313;7313
2025-07;BRC - COR;Andes Líneas Aéreas;;1166;1166
2025-07;BRC - COR;Flybondi;;6874;6874
2025-07;BRC - EZE;Aerolíneas Argentinas;;26598;26598
2025-07;BRC - EZE;Andes Líneas Aéreas;;11115;11115
2025-07;BRC - EZE;Flybondi;;17641;17641
2025-07;BRC - EZE;Gol Transportes Aéreos;;65;65
2025-07;BRC - EZE;JetSMART Airlines;;33088;33088
2025-07;BRC - GIG;Andes Líneas Aéreas;;252;252
2025-07;BRC - GRU;Aerolíneas Argentinas;;8870;8870
2025-07;BRC - GRU;Andes Líneas Aéreas;;3266;3266
2025-07;BRC - GRU;Azul Linhas Aéreas Brasileiras;;159;159
2025-07;BRC - GRU;Gol Transportes Aéreos;;3137;3137
2025-07;BRC - GRU;TAM Linhas Aéreas;;11236;11236
2025-07;BRC - IGR;JetSMART Airlines;;372;372
2025-07;BRC - JUJ;Andes Líneas Aéreas;;906;906
2025-07;BRC - MDQ;Andes Líneas Aéreas;;368;368
2025-07;BRC - MDZ;Aerolíneas Argentinas;;3511;3511
2025-07;BRC - MDZ;JetSMART Airlines;;5020;5020
2025-07;BRC - MVD;Aerolíneas Argentinas;;769;769
2025-07;BRC - NQN;Aerolíneas Argentinas;;157;157
2025-07;BRC - NQN;JetSMART Airlines;;120;120
2025-07;BRC - PDP;Andes Líneas Aéreas;;3870;3870
2025-07;BRC - POA;Azul Linhas Aéreas Brasileiras;;1488;1488
2025-07;BRC - PRA;Andes Líneas Aéreas;;184;184
2025-07;BRC - PSS;Andes Líneas Aéreas;;182;182
2025-07;BRC - RES;Andes Líneas Aéreas;;1427;1427
2025-07;BRC - ROS;Aerolíneas Argentinas;;4794;4794
2025-07;BRC - ROS;Andes Líneas Aéreas;;4826;4826
2025-07;BRC - SCL;Sky Airline;;5477;5477
2025-07;BRC - SDE;Andes Líneas Aéreas;;924;924
2025-07;BRC - SFN;Andes Líneas Aéreas;;2186;2186
2025-07;BRC - SLA;Andes Líneas Aéreas;;177;177
2025-07;BRC - TUC;Andes Líneas Aéreas;;409;409
2025-07;BRC - VCP;Azul Linhas Aéreas Brasileiras;;6704;6704
2025-07;BSB - EZE;Gol Transportes Aéreos;;3604;3604
2025-07;CDG - EZE;Air France;;16035;16035
2025-07;CFB - ROS;Aerolíneas Argentinas;;1396;1396
2025-07;CNQ - EZE;Flybondi;;74;74
2025-07;COR - COR;Aerolíneas Argentinas;;68;68
2025-07;COR - CPC;Aerolíneas Argentinas;;2156;2156
2025-07;COR - CRD;Aerolíneas Argentinas;;2986;2986
2025-07;COR - CRD;Fuerza Aérea Argentina;139;;139
2025-07;COR - EPA;Aerolíneas Argentinas;;40;40
2025-07;COR - EPA;Fuerza Aérea Argentina;202;;202
2025-07;COR - EQS;Aerolíneas Argentinas;;720;720
2025-07;COR - EZE;Aerolíneas Argentinas;;8878;8878
2025-07;COR - EZE;American Airlines;;117;117
2025-07;COR - EZE;Andes Líneas Aéreas;;102;102
2025-07;COR - EZE;Avianca;;183;183
2025-07;COR - EZE;Copa Airlines;;52;52
2025-07;COR - EZE;Flybondi;;825;825
2025-07;COR - EZE;JetSMART Airlines;;406;406
2025-07;COR - FTE;Fuerza Aérea Argentina;33;;33
2025-07;COR - GIG;Aerolíneas Argentinas;;2365;2365
2025-07;COR - GIG;Flybondi;;60;60
2025-07;COR - GIG;Gol Transportes Aéreos;;9332;9332
2025-07;COR - GRU;Gol Transportes Aéreos;;3772;3772
2025-07;COR - GYE;Avianca;;63;63
2025-07;COR - IGR;Aerolíneas Argentinas;;3858;3858
2025-07;COR - IGR;Flybondi;;78;78
2025-07;COR - IRJ;Andes Líneas Aéreas;55;55;110
2025-07;COR - JUJ;Aerolíneas Argentinas;;2808;2808
2025-07;COR - LIM;Andes Líneas Aéreas;;240;240
2025-07;COR - LIM;LATAM;;283;283
2025-07;COR - LIM;LATAM Perú;;10237;10237
2025-07;COR - MAD;Air Europa;;10500;10500
2025-07;COR - MDQ;Aerolíneas Argentinas;;1365;1365
2025-07;COR - MDZ;Aerolíneas Argentinas;;7051;7051
2025-07;COR - MDZ;JetSMART Airlines;;114;114
2025-07;COR - MDZ;LATAM Perú;;78;78
2025-07;COR - MIA;American Airlines;;234;234
2025-07;COR - NQN;Aerolíneas Argentinas;;6960;6960
2025-07;COR - NQN;Flybondi;;6059;6059
2025-07;COR - PSS;Aerolíneas Argentinas;;1513;1513
2025-07;COR - PTY;Copa Airlines;;21832;21832
2025-07;COR - PUJ;Aerolíneas Argentinas;;3224;3224
2025-07;COR - REC;Gol Transportes Aéreos;;1187;1187
2025-07;COR - RGL;Fuerza Aérea Argentina;361;;361
2025-07;COR - ROS;Copa Airlines;;150;150
2025-07;COR - SCL;LATAM;;12941;12941
2025-07;COR - SCL;LATAM Perú;;156;156
2025-07;COR - SDE;Aerolíneas Argentinas;;44;44
2025-07;COR - SLA;Aerolíneas Argentinas;;6411;6411
2025-07;COR - SLA;Flybondi;;4265;4265
2025-07;COR - SLA;Fuerza Aérea Argentina;78;;78
2025-07;COR - TUC;Aerolíneas Argentinas;;2961;2961
2025-07;COR - USH;Aerolíneas Argentinas;;2385;2385
2025-07;CPC - EZE;Aerolíneas Argentinas;;1301;1301
2025-07;CPC - EZE;Andes Líneas Aéreas;;39;39
2025-07;CPC - EZE;JetSMART Airlines;;884;884
2025-07;CPC - NQN;Aerolíneas Argentinas;;85;85
2025-07;CPC - ROS;Aerolíneas Argentinas;;2924;2924
2025-07;CRD - EPA;Fuerza Aérea Argentina;64;;64
2025-07;CRD - EZE;Aerolíneas Argentinas;;3656;3656
2025-07;CRD - EZE;Flybondi;;2709;2709
2025-07;CRD - EZE;JetSMART Airlines;;51;51
2025-07;CRD - FTE;LADE - Líneas Aéreas Del Estado;44;113;157
2025-07;CRD - MDZ;Fuerza Aérea Argentina;53;;53
2025-07;CRD - NQN;Aerolíneas Argentinas;;4266;4266
2025-07;CRD - NQN;American Jet;;19;19
2025-07;CRD - PMQ;LADE - Líneas Aéreas Del Estado;24;65;89
2025-07;CRD - REL;Aerolíneas Argentinas;;38;38
2025-07;CRD - USH;Aerolíneas Argentinas;;75;75
2025-07;CTC - EZE;Aerolíneas Argentinas;;71;71
2025-07;CTC - IRJ;Aerolíneas Argentinas;;863;863
2025-07;CTC - TUC;Aerolíneas Argentinas;;44;44
2025-07;CUN - EZE;Aerolíneas Argentinas;;10861;10861
2025-07;CUN - EZE;Arajet;;179;179
2025-07;CWB - EZE;Flybondi;;179;179
2025-07;CWB - EZE;TAM Linhas Aéreas;;298;298
2025-07;EPA - RGL;Fuerza Aérea Argentina;23;;23
2025-07;EQS - EZE;Aerolíneas Argentinas;;185;185
2025-07;EZE - EZE;Aerolíneas Argentinas;;108;108
2025-07;EZE - EZE;JetSMART Airlines;;79;79
2025-07;EZE - FCO;Aerolíneas Argentinas;;8626;8626
2025-07;EZE - FCO;ITA Airways;;24308;24308
2025-07;EZE - FLN;Gol Transportes Aéreos;;3414;3414
2025-07;EZE - FLN;JetSMART Airlines;;87;87
2025-07;EZE - FOR;Gol Transportes Aéreos;;1118;1118
2025-07;EZE - FRA;Lufthansa;;19643;19643
2025-07;EZE - FTE;Aerolíneas Argentinas;;4306;4306
2025-07;EZE - FTE;Flybondi;;4414;4414
2025-07;EZE - GIG;British Airways;;10877;10877
2025-07;EZE - GIG;Emirates Airline;;8809;8809
2025-07;EZE - GIG;Flybondi;;7782;7782
2025-07;EZE - GIG;Gol Transportes Aéreos;;17221;17221
2025-07;EZE - GIG;JetSMART Airlines;;10585;10585
2025-07;EZE - GIG;TAM Linhas Aéreas;;8203;8203
2025-07;EZE - GRU;Aerolíneas Argentinas;;356;356
2025-07;EZE - GRU;Air Canada;;8667;8667
2025-07;EZE - GRU;British Airways;;118;118
2025-07;EZE - GRU;Emirates Airline;;588;588
2025-07;EZE - GRU;Ethiopian Airlines;;12197;12197
2025-07;EZE - GRU;Flybondi;;618;618
2025-07;EZE - GRU;Gol Transportes Aéreos;;921;921
2025-07;EZE - GRU;JetSMART Airlines;;194;194
2025-07;EZE - GRU;LATAM;;1324;1324
2025-07;EZE - GRU;Swiss International Air Lines;;3302;3302
2025-07;EZE - GRU;TAM Linhas Aéreas;;6785;6785
2025-07;EZE - GRU;Turkish Airlines;;12805;12805
2025-07;EZE - GYE;Avianca;;2925;2925
2025-07;EZE - GYE;Avianca Costa Rica;;2565;2565
2025-07;EZE - GYE;LATAM Ecuador;;260;260
2025-07;EZE - IAH;United Airlines;;14462;14462
2025-07;EZE - IGR;Aerolíneas Argentinas;;13734;13734
2025-07;EZE - IGR;Flybondi;;12706;12706
2025-07;EZE - IGR;Iberia Airlines;;142;142
2025-07;EZE - IGR;JetSMART Airlines;;21506;21506
2025-07;EZE - IRJ;Aerolíneas Argentinas;;520;520
2025-07;EZE - JFK;American Airlines;;14834;14834
2025-07;EZE - JPA;Gol Transportes Aéreos;;869;869
2025-07;EZE - JUJ;Aerolíneas Argentinas;;4008;4008
2025-07;EZE - JUJ;Flybondi;;7144;7144
2025-07;EZE - LIM;Aerolíneas Argentinas;;95;95
2025-07;EZE - LIM;Andes Líneas Aéreas;;428;428
2025-07;EZE - LIM;Copa Airlines;;159;159
2025-07;EZE - LIM;LATAM Ecuador;;6964;6964
2025-07;EZE - LIM;LATAM Perú;;17752;17752
2025-07;EZE - LIM;Sky Airline;;1647;1647
2025-07;EZE - LUQ;Andes Líneas Aéreas;;99;99
2025-07;EZE - MAD;Aerolíneas Argentinas;;25097;25097
2025-07;EZE - MAD;Air Europa;;19925;19925
2025-07;EZE - MAD;Iberia Airlines;;57332;57332
2025-07;EZE - MCZ;Gol Transportes Aéreos;;1248;1248
2025-07;EZE - MDE;Avianca;;7788;7788
2025-07;EZE - MDZ;Aerolíneas Argentinas;;11654;11654
2025-07;EZE - MDZ;Flybondi;;1609;1609
2025-07;EZE - MDZ;JetSMART Airlines;;11233;11233
2025-07;EZE - MDZ;United Airlines;;98;98
2025-07;EZE - MEX;Aeroméxico;;15018;15018
2025-07;EZE - MIA;Aerolíneas Argentinas;;31090;31090
2025-07;EZE - MIA;American Airlines;;29923;29923
2025-07;EZE - MVD;Air Europa;;468;468
2025-07;EZE - MVD;Copa Airlines;;793;793
2025-07;EZE - MVD;JetSMART Airlines;;178;178
2025-07;EZE - MVD;LATAM;;301;301
2025-07;EZE - MVD;LATAM Perú;;261;261
2025-07;EZE - MVD;Sky Airline;;160;160
2025-07;EZE - MVD;TAM Linhas Aéreas;;173;173
2025-07;EZE - NAT;Gol Transportes Aéreos;;2683;2683
2025-07;EZE - NQN;Aerolíneas Argentinas;;7527;7527
2025-07;EZE - NQN;Flybondi;;1042;1042
2025-07;EZE - NQN;JetSMART Airlines;;5051;5051
2025-07;EZE - PDP;Andes Líneas Aéreas;;179;179
2025-07;EZE - PMY;Aerolíneas Argentinas;;108;108
2025-07;EZE - PMY;Flybondi;;906;906
2025-07;EZE - POA;Gol Transportes Aéreos;;162;162
2025-07;EZE - PSS;Aerolíneas Argentinas;;967;967
2025-07;EZE - PSS;Flybondi;;228;228
2025-07;EZE - PTY;Copa Airlines;;44566;44566
2025-07;EZE - PUJ;Aerolíneas Argentinas;;12272;12272
2025-07;EZE - PUJ;Arajet;;11874;11874
2025-07;EZE - REC;JetSMART Airlines;;5612;5612
2025-07;EZE - REL;Aerolíneas Argentinas;;734;734
2025-07;EZE - RES;Aerolíneas Argentinas;;870;870
2025-07;EZE - RES;Iberia Airlines;;146;146
2025-07;EZE - RGA;Aerolíneas Argentinas;;1819;1819
2025-07;EZE - RGA;JetSMART Airlines;;51;51
2025-07;EZE - RGL;Aerolíneas Argentinas;;2906;2906
2025-07;EZE - ROS;Aerolíneas Argentinas;;1102;1102
2025-07;EZE - ROS;Boliviana de Aviacion;;49;49
2025-07;EZE - ROS;Copa Airlines;;52;52
2025-07;EZE - SCL;Aerolíneas Argentinas;;1603;1603
2025-07;EZE - SCL;Air Canada;;257;257
2025-07;EZE - SCL;JetSMART Airlines;;3554;3554
2025-07;EZE - SCL;KLM;;10085;10085
2025-07;EZE - SCL;LATAM;;28402;28402
2025-07;EZE - SCL;LATAM Perú;;139;139
2025-07;EZE - SCL;Sky Airline;;3156;3156
2025-07;EZE - SCL;TAM Linhas Aéreas;;200;200
2025-07;EZE - SDE;Aerolíneas Argentinas;;1147;1147
2025-07;EZE - SDE;Flybondi;;304;304
2025-07;EZE - SFN;Andes Líneas Aéreas;;38;38
2025-07;EZE - SJS;Avianca Costa Rica;;92;92
2025-07;EZE - SLA;Aerolíneas Argentinas;;10222;10222
2025-07;EZE - SLA;Flybondi;;9081;9081
2025-07;EZE - SLA;JetSMART Airlines;;3904;3904
2025-07;EZE - SSA;Sky Airline;;2889;2889
2025-07;EZE - TUC;Aerolíneas Argentinas;;8875;8875
2025-07;EZE - TUC;American Jet;;28;28
2025-07;EZE - TUC;Flybondi;;683;683
2025-07;EZE - TUC;JetSMART Airlines;;6591;6591
2025-07;EZE - UAQ;Aerolíneas Argentinas;;1012;1012
2025-07;EZE - UAQ;American Jet;;22;22
2025-07;EZE - UAQ;Flybondi;;134;134
2025-07;EZE - UIO;Avianca;;2600;2600
2025-07;EZE - UIO;Avianca Costa Rica;;2019;2019
2025-07;EZE - USH;Aerolíneas Argentinas;;18717;18717
2025-07;EZE - USH;Flybondi;;5871;5871
2025-07;EZE - USH;JetSMART Airlines;;3204;3204
2025-07;EZE - VVI;Boliviana de Aviacion;;15803;15803
2025-07;EZE - VVI;Flybondi;;164;164
2025-07;FDO - JUJ;Aerolíneas Argentinas;;48;48
2025-07;FTE - PMQ;LADE - Líneas Aéreas Del Estado;;15;15
2025-07;FTE - RGL;Aerolíneas Argentinas;;377;377
2025-07;FTE - RGL;LADE - Líneas Aéreas Del Estado;38;70;108
2025-07;FTE - USH;Aerolíneas Argentinas;;7357;7357
2025-07;FTE - USH;Flybondi;;1604;1604
2025-07;FTE - USH;LADE - Líneas Aéreas Del Estado;11;26;37
2025-07;GIG - MDZ;Gol Transportes Aéreos;;160;160
2025-07;GIG - MDZ;JetSMART Airlines;;1625;1625
2025-07;GIG - MDZ;LATAM;;157;157
2025-07;GIG - ROS;Aerolíneas Argentinas;;1320;1320
2025-07;GIG - ROS;Gol Transportes Aéreos;;4122;4122
2025-07;GRU - MDZ;Gol Transportes Aéreos;;7788;7788
2025-07;GRU - MDZ;LATAM;;353;353
2025-07;GRU - MDZ;TAM Linhas Aéreas;;6117;6117
2025-07;GRU - SLA;Aerolíneas Argentinas;;777;777
2025-07;IGR - ROS;Aerolíneas Argentinas;;2413;2413
2025-07;IGR - SLA;Aerolíneas Argentinas;;2029;2029
2025-07;JUJ - SLA;Aerolíneas Argentinas;;94;94
2025-07;JUJ - SLA;JetSMART Airlines;;58;58
2025-07;LIM - MDZ;LATAM;;172;172
2025-07;LIM - MDZ;LATAM Perú;;4600;4600
2025-07;LIM - ROS;LATAM Perú;;2687;2687
2025-07;LIM - SLA;LATAM Perú;;5909;5909
2025-07;MDQ - MDZ;Aerolíneas Argentinas;;1226;1226
2025-07;MDQ - ROS;Aerolíneas Argentinas;;128;128
2025-07;MDQ - SDE;Aerolíneas Argentinas;;40;40
2025-07;MDZ - MDZ;Ejército Argentino;10;;10
2025-07;MDZ - NQN;Aerolíneas Argentinas;;4435;4435
2025-07;MDZ - NQN;American Jet;72;147;219
2025-07;MDZ - PTY;Copa Airlines;;7195;7195
2025-07;MDZ - ROS;Aerolíneas Argentinas;;1510;1510
2025-07;MDZ - ROS;American Jet;;155;155
2025-07;MDZ - SCL;Aerolíneas Argentinas;;1253;1253
2025-07;MDZ - SCL;JetSMART Airlines;;6551;6551
2025-07;MDZ - SCL;LATAM;;16121;16121
2025-07;MDZ - SCL;Sky Airline;;10981;10981
2025-07;MDZ - SLA;Aerolíneas Argentinas;;2209;2209
