AñoMes,RutaCompleta,Tipo de Movimiento,Aerolinea Nombre,Clasificación Vuelo,Clase de vuelo Comercial Av. Gral,Pax,Asientos_Pax,Vuelos,PromedioMovimientosSemanal por mes (frecuencia semanal) todas las rutas,Clasificación SNA Movimiento
2026-05,MOR - MOR,Despegue,"",Cabotaje,Av. General,"2,0",384,"958,0",216,Fuera del SNA
2026-02,MOR - MOR,Despegue,"",Cabotaje,Av. General,"9,0",336,"864,0",216,Fuera del SNA
2026-05,MOR - MOR,Aterrizaje,"",Cabotaje,Av. General,"3,0",384,"956,5",216,Fuera del SNA
2026-02,MOR - MOR,Aterrizaje,"",Cabotaje,Av. General,"10,0",336,"861,0",215,Fuera del SNA
2026-03,MOR - MOR,Aterrizaje,"",Cabotaje,Av. General,"0,0",288,"884,0",200,Fuera del SNA
2026-03,MOR - MOR,Despegue,"",Cabotaje,Av. General,"0,0",288,"878,0",198,Fuera del SNA
2026-01,MOR - MOR,Despegue,"",Cabotaje,Av. General,"10,5",768,"853,5",193,Fuera del SNA
2026-01,MOR - MOR,Aterrizaje,"",Cabotaje,Av. General,"10,0",768,"842,5",190,Fuera del SNA
2026-04,MOR - MOR,Aterrizaje,"",Cabotaje,Av. General,"0,0",528,"797,5",186,Fuera del SNA
2026-04,MOR - MOR,Despegue,"",Cabotaje,Av. General,"0,0",528,"794,0",185,Fuera del SNA
2026-06,MOR - MOR,Aterrizaje,"",Cabotaje,Av. General,"0,0",1092,"578,5",135,Fuera del SNA
2026-06,MOR - MOR,Despegue,"",Cabotaje,Av. General,"0,0",1140,"578,5",135,Fuera del SNA
2026-05,FDO - FDO,Aterrizaje,"",Cabotaje,Av. General,"54,0",381,"326,5",74,SNA - Aterrizaje
2026-05,FDO - FDO,Despegue,"",Cabotaje,Av. General,"58,5",288,"325,0",73,SNA - Despegue
2026-06,FDO - FDO,Despegue,"",Cabotaje,Av. General,"41,5",192,"272,5",64,SNA - Despegue
2026-06,FDO - FDO,Aterrizaje,"",Cabotaje,Av. General,"26,5",325,"266,5",62,SNA - Aterrizaje
2026-03,AEP - COR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"32964,0",35307,"252,0",57,SNA - Aterrizaje
2026-03,AEP - COR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"32686,5",35270,"252,0",57,SNA - Despegue
2026-02,FDO - FDO,Aterrizaje,"",Cabotaje,Av. General,"30,0",380,"222,0",56,SNA - Aterrizaje
2026-02,FDO - FDO,Despegue,"",Cabotaje,Av. General,"28,0",239,"216,5",54,SNA - Despegue
2026-01,AEP - BRC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"37809,0",38967,"234,5",53,SNA - Aterrizaje
2026-01,AEP - BRC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"37472,0",38648,"232,5",53,SNA - Despegue
2026-03,FDO - FDO,Aterrizaje,"",Cabotaje,Av. General,"54,5",287,"232,0",52,SNA - Aterrizaje
2026-01,AEP - COR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"29775,0",32634,"232,0",52,SNA - Aterrizaje
2026-03,FDO - FDO,Despegue,"",Cabotaje,Av. General,"46,0",239,"231,5",52,SNA - Despegue
2026-01,AEP - COR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"29676,5",32433,"231,5",52,SNA - Despegue
2026-02,AEP - COR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"27965,5",29739,"208,5",52,SNA - Aterrizaje
2026-02,AEP - COR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"27718,5",29552,"207,0",52,SNA - Despegue
2026-05,AEP - COR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"31868,0",34661,"228,5",52,SNA - Aterrizaje
2026-04,AEP - COR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"29946,0",32510,"220,5",51,SNA - Despegue
2026-05,AEP - COR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"31702,5",34481,"227,5",51,SNA - Despegue
2026-04,AEP - COR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"29725,0",32160,"218,5",51,SNA - Aterrizaje
2026-03,AEP - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"27549,5",29540,"223,5",50,SNA - Aterrizaje
2026-04,AEP - IGR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"28437,5",33670,"215,5",50,SNA - Despegue
2026-04,AEP - IGR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"28181,0",33319,"213,0",50,SNA - Aterrizaje
2026-03,AEP - BRC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"36041,5",37208,"220,0",50,SNA - Despegue
2026-04,AEP - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"26832,0",30012,"212,5",50,SNA - Despegue
2026-04,AEP - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"26835,0",30018,"212,0",49,SNA - Aterrizaje
2026-03,AEP - BRC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"36026,0",37084,"219,0",49,SNA - Aterrizaje
2026-03,AEP - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"26662,5",28516,"216,5",49,SNA - Despegue
2026-02,AEP - BRC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"30820,5",31947,"190,5",48,SNA - Despegue
2026-04,FDO - FDO,Despegue,"",Cabotaje,Av. General,"39,5",95,"203,5",47,SNA - Despegue
2026-02,AEP - BRC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"30645,0",31851,"189,5",47,SNA - Aterrizaje
2026-03,AEP - IGR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"28963,5",31582,"208,0",47,SNA - Aterrizaje
2026-03,AEP - IGR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"28857,5",31428,"207,0",47,SNA - Despegue
2026-04,FDO - FDO,Aterrizaje,"",Cabotaje,Av. General,"23,0",95,"198,5",46,SNA - Aterrizaje
2026-06,AEP - COR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"25712,5",28911,"195,5",46,SNA - Aterrizaje
2026-06,AEP - COR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"25598,5",28651,"193,5",45,SNA - Despegue
2026-05,AEP - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"24451,0",27072,"196,0",44,SNA - Aterrizaje
2026-05,AEP - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"24609,0",27229,"196,0",44,SNA - Despegue
2026-04,EZE - PTY,Aterrizaje,Copa Airlines,Internacional,Comercial,"26545,0",30990,"181,0",42,Fuera del SNA
2026-01,EZE - PTY,Despegue,Copa Airlines,Internacional,Comercial,"30261,0",32002,"187,0",42,Fuera del SNA
2026-03,EZE - PTY,Aterrizaje,Copa Airlines,Internacional,Comercial,"30382,0",32044,"187,0",42,Fuera del SNA
2026-04,AEP - BRC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"28183,0",30542,"180,0",42,SNA - Aterrizaje
2026-03,EZE - PTY,Despegue,Copa Airlines,Internacional,Comercial,"27074,0",31908,"186,0",42,Fuera del SNA
2026-01,AEP - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"21605,0",23271,"185,0",42,SNA - Aterrizaje
2026-01,EZE - PTY,Aterrizaje,Copa Airlines,Internacional,Comercial,"25730,0",31662,"185,0",42,Fuera del SNA
2026-05,EZE - PTY,Despegue,Copa Airlines,Internacional,Comercial,"27922,0",31726,"185,0",42,Fuera del SNA
2026-04,AEP - BRC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"28073,0",30381,"179,0",42,SNA - Despegue
2026-04,EZE - PTY,Despegue,Copa Airlines,Internacional,Comercial,"29279,0",30636,"179,0",42,Fuera del SNA
2026-06,AEP - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"21758,5",25175,"177,5",41,SNA - Aterrizaje
2026-06,AEP - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"21760,0",25212,"177,5",41,SNA - Despegue
2026-01,FDO - PDP,Despegue,"",Internacional,Av. General,"198,0",198,"182,0",41,Fuera del SNA
2026-05,AEP - GRU,Despegue,TAM Linhas Aéreas,Internacional,Comercial,"25788,0",31338,"182,0",41,Fuera del SNA
2026-06,AEP - GRU,Aterrizaje,TAM Linhas Aéreas,Internacional,Comercial,"23307,0",30366,"176,0",41,Fuera del SNA
2026-02,EZE - PTY,Aterrizaje,Copa Airlines,Internacional,Comercial,"27212,0",28196,"164,0",41,Fuera del SNA
2026-02,EZE - PTY,Despegue,Copa Airlines,Internacional,Comercial,"24144,0",28046,"163,0",41,Fuera del SNA
2026-01,AEP - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"21066,0",22676,"180,0",41,SNA - Despegue
2026-05,EZE - PTY,Aterrizaje,Copa Airlines,Internacional,Comercial,"26420,0",30844,"180,0",41,Fuera del SNA
2026-04,AEP - GRU,Aterrizaje,TAM Linhas Aéreas,Internacional,Comercial,"25580,0",30040,"174,0",41,Fuera del SNA
2026-04,AEP - GRU,Despegue,TAM Linhas Aéreas,Internacional,Comercial,"25100,0",30040,"174,0",41,Fuera del SNA
2026-06,AEP - GRU,Despegue,TAM Linhas Aéreas,Internacional,Comercial,"21373,0",30024,"174,0",41,Fuera del SNA
2026-05,AEP - GRU,Aterrizaje,TAM Linhas Aéreas,Internacional,Comercial,"23143,0",30792,"179,0",40,Fuera del SNA
2026-06,EZE - PTY,Aterrizaje,Copa Airlines,Internacional,Comercial,"23201,0",29498,"172,0",40,Fuera del SNA
2026-06,EZE - PTY,Despegue,Copa Airlines,Internacional,Comercial,"22327,0",28850,"168,0",39,Fuera del SNA
2026-01,AEP - IGR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"21743,0",23545,"171,0",39,SNA - Despegue
2026-01,FDO - PDP,Aterrizaje,"",Internacional,Av. General,"147,0",198,"170,0",38,Fuera del SNA
2026-01,AEP - IGR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"21610,5",23327,"169,5",38,SNA - Aterrizaje
2026-01,AEP - USH,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"26946,5",28822,"169,0",38,SNA - Aterrizaje
2026-01,AEP - USH,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"26738,0",28652,"168,5",38,SNA - Despegue
2026-05,AEP - IGR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"24040,0",27657,"168,5",38,SNA - Aterrizaje
2026-05,AEP - IGR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"24030,5",27563,"168,0",38,SNA - Despegue
2026-04,AEP - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"20468,5",23131,"160,5",37,SNA - Despegue
2026-01,AFA - AFA,Despegue,"",Cabotaje,Av. General,"2,5",0,"165,5",37,SNA - Despegue
2026-04,AEP - NQN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"18896,5",21346,"160,0",37,SNA - Aterrizaje
2026-04,AEP - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"20461,0",23083,"160,0",37,SNA - Aterrizaje
2026-04,AEP - NQN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"18920,5",21219,"159,5",37,SNA - Despegue
2026-06,AEP - NQN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"18954,5",22365,"159,5",37,SNA - Despegue
2026-01,AFA - AFA,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"164,5",37,SNA - Aterrizaje
2026-02,AEP - IGR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"19689,5",21631,"148,5",37,SNA - Despegue
2026-06,AEP - NQN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"18837,5",22312,"159,0",37,SNA - Aterrizaje
2026-03,AEP - NQN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"19039,0",20403,"164,0",37,SNA - Aterrizaje
2026-03,AEP - NQN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"19042,0",20302,"164,0",37,SNA - Despegue
2026-02,AFA - AFA,Despegue,"",Cabotaje,Av. General,"0,0",0,"147,5",37,SNA - Despegue
2026-02,AEP - IGR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"19314,0",21169,"145,5",36,SNA - Aterrizaje
2026-05,AEP - NQN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"19859,0",21486,"161,0",36,SNA - Aterrizaje
2026-05,AEP - NQN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"19906,0",21486,"161,0",36,SNA - Despegue
2026-02,AFA - AFA,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"145,0",36,SNA - Aterrizaje
2026-01,AEP - GIG,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"24863,0",26461,"156,0",35,Fuera del SNA
2026-02,AEP - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"15992,0",16886,"140,5",35,SNA - Despegue
2026-02,FDO - PDP,Aterrizaje,"",Internacional,Av. General,"107,0",913,"140,0",35,Fuera del SNA
2026-02,AEP - USH,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"22047,0",23593,"138,5",35,SNA - Despegue
2026-01,AEP - GIG,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"22602,0",26077,"153,0",35,Fuera del SNA
2026-03,AEP - FTE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"24098,5",26137,"153,0",35,SNA - Aterrizaje
2026-06,AEP - BRC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"23818,0",25296,"148,0",35,SNA - Despegue
2026-02,AEP - USH,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"22039,0",23508,"138,0",35,SNA - Aterrizaje
2026-03,AEP - USH,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"23729,5",26071,"152,5",34,SNA - Aterrizaje
2026-02,AEP - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"15770,0",16635,"137,5",34,SNA - Aterrizaje
2026-03,AEP - FTE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"24161,5",26022,"152,0",34,SNA - Despegue
2026-03,AEP - USH,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"23711,5",25986,"152,0",34,SNA - Despegue
2026-06,AEP - BRC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"23450,5",25153,"147,0",34,SNA - Aterrizaje
2026-02,AEP - GIG,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"20669,0",23303,"137,0",34,Fuera del SNA
2026-01,FDO - FDO,Despegue,"",Cabotaje,Av. General,"25,5",192,"151,0",34,SNA - Despegue
2026-02,AEP - GIG,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"21963,0",23142,"136,0",34,Fuera del SNA
2026-01,AEP - FTE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"24012,5",25552,"150,0",34,SNA - Despegue
2026-01,AEP - FTE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"23652,0",25260,"148,5",34,SNA - Aterrizaje
2026-02,FDO - PDP,Despegue,"",Internacional,Av. General,"140,0",647,"134,0",34,Fuera del SNA
2026-06,AEP - IGR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"19559,0",23095,"142,5",33,SNA - Despegue
2026-01,FDO - FDO,Aterrizaje,"",Cabotaje,Av. General,"20,0",239,"147,0",33,SNA - Aterrizaje
2026-06,AEP - IGR,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"19481,5",22962,"141,5",33,SNA - Aterrizaje
2026-05,AEP - BRC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"23879,0",24968,"146,0",33,SNA - Aterrizaje
2026-04,AEP - FTE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"20827,0",24148,"140,5",33,SNA - Aterrizaje
2026-04,AEP - FTE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"20772,0",24153,"140,5",33,SNA - Despegue
2026-02,AEP - FTE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"20796,0",22223,"130,5",33,SNA - Despegue
2026-05,AEP - BRC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"23583,5",24543,"143,5",32,SNA - Despegue
2026-05,AEP - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"18680,5",20827,"143,5",32,SNA - Despegue
2026-05,AEP - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"18433,5",20524,"141,5",32,SNA - Aterrizaje
2026-03,AEP - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"17420,0",19114,"140,0",32,SNA - Aterrizaje
2026-02,AEP - FTE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"20060,0",21448,"126,0",32,SNA - Aterrizaje
2026-03,AEP - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"17296,5",18903,"139,0",31,SNA - Despegue
2026-03,AFA - AFA,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"138,0",31,SNA - Aterrizaje
2026-03,AFA - AFA,Despegue,"",Cabotaje,Av. General,"1,0",0,"138,0",31,SNA - Despegue
2026-01,AEP - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"15248,5",16706,"137,0",31,SNA - Despegue
2026-01,AEP - NQN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"15110,5",16345,"136,0",31,SNA - Despegue
2026-01,AEP - NQN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"15093,5",16345,"135,5",31,SNA - Aterrizaje
2026-01,AEP - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"15070,0",16546,"135,5",31,SNA - Aterrizaje
2026-02,AEP - NQN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"14230,5",15113,"119,5",30,SNA - Despegue
2026-01,AEP - MDQ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"13874,0",14878,"131,5",30,SNA - Despegue
2026-01,AEP - FLN,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"17010,0",22258,"131,0",30,Fuera del SNA
2026-01,AEP - MDQ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"13837,5",14846,"131,0",30,SNA - Aterrizaje
2026-02,AEP - NQN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"14035,0",14958,"118,0",30,SNA - Aterrizaje
2026-03,AEP - GIG,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"19446,0",22046,"129,0",29,Fuera del SNA
2026-04,AEP - USH,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"18764,0",21271,"124,0",29,SNA - Aterrizaje
2026-06,AEP - COR,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"19568,5",25038,"123,0",29,SNA - Aterrizaje
2026-01,FDO - PDP,Despegue,"",Internacional,Comercial,"156,0",576,"127,0",29,Fuera del SNA
2026-03,AEP - GIG,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"20189,0",21706,"127,0",29,Fuera del SNA
2026-04,AEP - USH,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"18542,5",21011,"122,5",29,SNA - Despegue
2026-04,AEP - GIG,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"17097,0",20691,"122,0",28,Fuera del SNA
2026-06,AEP - COR,Despegue,JetSMART Airlines,Cabotaje,Comercial,"19220,5",24693,"121,0",28,SNA - Despegue
2026-04,AFA - AFA,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"120,5",28,SNA - Aterrizaje
2026-01,EZE - MIA,Aterrizaje,American Airlines,Internacional,Comercial,"26323,0",33534,"124,0",28,Fuera del SNA
2026-01,EZE - MIA,Despegue,American Airlines,Internacional,Comercial,"32196,0",33656,"124,0",28,Fuera del SNA
2026-04,AFA - AFA,Despegue,"",Cabotaje,Av. General,"0,0",0,"119,5",28,SNA - Despegue
2026-06,AEP - CRD,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"11291,5",13584,"118,5",28,SNA - Despegue
2026-06,AEP - CRD,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"11277,5",13489,"118,0",28,SNA - Aterrizaje
2026-02,EZE - MIA,Despegue,American Airlines,Internacional,Comercial,"25608,0",29406,"110,0",28,Fuera del SNA
2026-01,AEP - FLN,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"19062,0",20550,"121,0",27,Fuera del SNA
2026-02,EZE - MIA,Aterrizaje,American Airlines,Internacional,Comercial,"27940,0",29153,"109,0",27,Fuera del SNA
2026-05,AEP - LIM,Aterrizaje,LATAM Perú,Internacional,Comercial,"17221,0",20406,"119,0",27,Fuera del SNA
2026-04,AEP - CRD,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"13194,0",15771,"115,0",27,SNA - Despegue
2026-03,AEP - CRD,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"12532,0",13729,"118,5",27,SNA - Aterrizaje
2026-05,AEP - CRD,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"11681,0",13336,"118,5",27,SNA - Despegue
2026-03,AEP - CRD,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"12399,0",13628,"118,0",27,SNA - Despegue
2026-04,AEP - CRD,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"12883,5",15590,"113,5",26,SNA - Aterrizaje
2026-04,AEP - COR,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"19696,0",23703,"113,5",26,SNA - Aterrizaje
2026-04,AEP - COR,Despegue,JetSMART Airlines,Cabotaje,Comercial,"19468,0",23583,"113,0",26,SNA - Despegue
2026-05,AEP - CRD,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"11551,0",13096,"116,0",26,SNA - Aterrizaje
2026-01,AEP - SCL,Despegue,LATAM,Internacional,Comercial,"17743,0",19816,"116,0",26,Fuera del SNA
2026-03,AEP - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"14243,0",15595,"115,5",26,SNA - Aterrizaje
2026-03,AEP - TUC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"14168,0",15506,"115,0",26,SNA - Despegue
2026-03,AEP - GRU,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"15196,0",19416,"114,0",26,Fuera del SNA
2026-04,AEP - GIG,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"17559,0",18818,"110,0",26,Fuera del SNA
2026-06,AEP - LIM,Aterrizaje,LATAM Perú,Internacional,Comercial,"13432,0",19056,"110,0",26,Fuera del SNA
2026-01,FDO - PDP,Aterrizaje,"",Internacional,Comercial,"125,0",0,"112,0",25,Fuera del SNA
2026-01,AEP - PDP,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"10772,0",14083,"112,0",25,Fuera del SNA
2026-05,AEP - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"14540,5",16200,"111,5",25,SNA - Aterrizaje
2026-03,AEP - GRU,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"16057,0",18916,"111,0",25,Fuera del SNA
2026-03,AEP - COR,Despegue,JetSMART Airlines,Cabotaje,Comercial,"18562,5",23157,"111,0",25,SNA - Despegue
2026-04,AEP - GRU,Despegue,Gol Transportes Aéreos,Internacional,Comercial,"14529,0",19799,"107,0",25,Fuera del SNA
2026-01,AEP - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"11903,5",13403,"110,5",25,SNA - Aterrizaje
2026-01,AEP - TUC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"11882,0",13403,"110,5",25,SNA - Despegue
2026-05,AFA - AFA,Despegue,"",Cabotaje,Av. General,"0,0",0,"110,0",25,SNA - Despegue
2026-01,AEP - PDP,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"11743,0",13850,"110,0",25,Fuera del SNA
2026-05,AEP - SCL,Aterrizaje,LATAM,Internacional,Comercial,"16353,0",18858,"110,0",25,Fuera del SNA
2026-05,AEP - SCL,Despegue,LATAM,Internacional,Comercial,"15237,0",18858,"110,0",25,Fuera del SNA
2026-03,AEP - GRU,Despegue,TAM Linhas Aéreas,Internacional,Comercial,"16616,0",18888,"110,0",25,Fuera del SNA
2026-02,AEP - SCL,Despegue,LATAM,Internacional,Comercial,"13764,0",17208,"99,0",25,Fuera del SNA
2026-04,AEP - GRU,Aterrizaje,Gol Transportes Aéreos,Internacional,Comercial,"16250,0",19601,"106,0",25,Fuera del SNA
2026-05,AEP - TUC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"14236,0",15728,"109,0",25,SNA - Despegue
2026-03,AEP - COR,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"18312,5",22731,"109,0",25,SNA - Aterrizaje
2026-03,AEP - SCL,Despegue,LATAM,Internacional,Comercial,"16144,0",18920,"109,0",25,Fuera del SNA
2026-03,AEP - GRU,Aterrizaje,TAM Linhas Aéreas,Internacional,Comercial,"16751,0",18708,"109,0",25,Fuera del SNA
2026-02,EQS - EQS,Despegue,"",Cabotaje,Av. General,"3,5",148,"98,0",25,SNA - Despegue
2026-05,AFA - AFA,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"108,0",24,SNA - Aterrizaje
2026-05,AEP - GRU,Aterrizaje,Gol Transportes Aéreos,Internacional,Comercial,"16336,0",19870,"108,0",24,Fuera del SNA
2026-05,AEP - COR,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"19099,0",22356,"108,0",24,SNA - Aterrizaje
2026-04,AEP - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"13610,0",14942,"104,5",24,SNA - Aterrizaje
2026-04,AEP - TUC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"13656,5",14905,"104,5",24,SNA - Despegue
2026-05,AEP - COR,Despegue,JetSMART Airlines,Cabotaje,Comercial,"18903,5",22236,"107,5",24,SNA - Despegue
2026-04,AEP - GRU,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"14517,0",17516,"104,0",24,Fuera del SNA
2026-02,AEP - MDQ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"10452,5",11405,"97,0",24,SNA - Aterrizaje
2026-02,AEP - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"11999,0",12717,"97,0",24,SNA - Despegue
2026-02,AEP - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"11846,5",12595,"96,5",24,SNA - Aterrizaje
2026-06,AEP - GRU,Aterrizaje,Gol Transportes Aéreos,Internacional,Comercial,"15434,0",19043,"103,0",24,Fuera del SNA
2026-02,AEP - MDQ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"10450,5",11351,"96,0",24,SNA - Despegue
2026-02,AEP - GRU,Despegue,Gol Transportes Aéreos,Internacional,Comercial,"14195,0",17619,"96,0",24,Fuera del SNA
2026-03,AEP - MVD,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"8179,0",13101,"106,0",24,Fuera del SNA
2026-06,AEP - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"13909,0",15764,"102,5",24,SNA - Aterrizaje
