AñoMes,RutaCompleta,Tipo de Movimiento,Aerolinea Nombre,Clasificación Vuelo,Clase de vuelo Comercial Av. Gral,Pax,Asientos_Pax,Vuelos,PromedioMovimientosSemanal por mes (frecuencia semanal) todas las rutas,Clasificación SNA Movimiento
2026-03,AEP - CNQ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3100,0",3751,"36,0",8,SNA - Aterrizaje
2026-03,AEP - CNQ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3002,5",3751,"36,0",8,SNA - Despegue
2026-03,AEP - CTC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2878,0",3497,"36,0",8,SNA - Despegue
2026-03,COR - EZE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"4008,0",4660,"36,0",8,SNA - Despegue
2026-05,EZE - GRU,Aterrizaje,Ethiopian Airlines,Internacional,Comercial,"4539,0",10351,"36,0",8,Fuera del SNA
2026-01,AEP - FLN,Aterrizaje,Flybondi,Internacional,Comercial,"5227,0",6804,"36,0",8,Fuera del SNA
2026-03,AEP - FLN,Aterrizaje,Gol Transportes Aéreos,Internacional,Comercial,"5886,0",6657,"36,0",8,Fuera del SNA
2026-03,BCN - EZE,Aterrizaje,Iberia Airlines,Internacional,Comercial,"9808,0",11010,"36,0",8,Fuera del SNA
2026-01,EZE - SLA,Despegue,JetSMART Airlines,Cabotaje,Comercial,"6333,5",7560,"36,0",8,SNA - Despegue
2026-03,AEP - FLN,Aterrizaje,JetSMART Airlines,Internacional,Comercial,"7372,0",8208,"36,0",8,Fuera del SNA
2026-03,COR - SCL,Aterrizaje,LATAM,Internacional,Comercial,"4809,0",6380,"36,0",8,Fuera del SNA
2026-05,EZE - MIA,Aterrizaje,LATAM,Internacional,Comercial,"6929,0",8179,"36,0",8,Fuera del SNA
2026-03,EZE - SCL,Despegue,N/A,Internacional,Comercial,"25,0",0,"36,0",8,Fuera del SNA
2026-05,AEP - PDP,Despegue,N/A,Internacional,Comercial,"68,0",0,"36,0",8,Fuera del SNA
2026-02,BRC - EZE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"5076,0",5527,"32,5",8,SNA - Despegue
2026-02,EZE - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3655,0",3944,"32,5",8,SNA - Aterrizaje
2026-02,AEP - BRC,Despegue,Flybondi,Cabotaje,Comercial,"5336,0",6012,"32,5",8,SNA - Despegue
2026-02,AEP - TUC,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"5834,5",6666,"32,5",8,SNA - Aterrizaje
2026-04,AEP - IRJ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2655,5",3353,"34,5",8,SNA - Despegue
2026-03,ROS - ROS,Despegue,"",Cabotaje,Av. General,"2,0",0,"35,5",8,SNA - Despegue
2026-01,EZE - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3909,5",4544,"35,5",8,SNA - Aterrizaje
2026-05,AEP - CNQ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3152,5",3630,"35,5",8,SNA - Aterrizaje
2026-05,AEP - CNQ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3029,0",3630,"35,5",8,SNA - Despegue
2026-03,EZE - NQN,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"6170,0",7521,"35,5",8,SNA - Aterrizaje
2026-03,EZE - SLA,Despegue,JetSMART Airlines,Cabotaje,Comercial,"6032,5",7170,"35,5",8,SNA - Despegue
2026-02,COR - SCL,Aterrizaje,LATAM,Internacional,Comercial,"4684,0",5674,"32,0",8,Fuera del SNA
2026-06,RCQ - RCQ,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"34,0",8,SNA - Aterrizaje
2026-04,AEP - EZE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"0,0",4531,"34,0",8,SNA - Despegue
2026-04,EZE - IGR,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"4640,0",5709,"34,0",8,SNA - Despegue
2026-06,BRC - EZE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"5185,5",5848,"34,0",8,SNA - Aterrizaje
2026-06,EZE - MIA,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"7014,0",9120,"34,0",8,Fuera del SNA
2026-06,EZE - GRU,Aterrizaje,Ethiopian Airlines,Internacional,Comercial,"4278,0",10430,"34,0",8,Fuera del SNA
2026-04,AEP - COR,Aterrizaje,Flybondi,Cabotaje,Comercial,"5213,5",6426,"34,0",8,SNA - Aterrizaje
2026-06,MDZ - SCL,Despegue,JetSMART Airlines,Internacional,Comercial,"4082,0",7458,"34,0",8,Fuera del SNA
2026-06,ASU - EZE,Aterrizaje,LATAM Cargo Uruguay,Internacional,Comercial,"0,0",0,"34,0",8,Fuera del SNA
2026-03,SFN - SFN,Aterrizaje,"",Cabotaje,Av. General,"0,5",0,"35,0",8,SNA - Aterrizaje
2026-03,SFN - SFN,Despegue,"",Cabotaje,Av. General,"0,5",0,"35,0",8,SNA - Despegue
2026-05,COR - FDO,Despegue,"",Cabotaje,Av. General,"125,5",297,"35,0",8,SNA - Despegue
2026-01,EZE - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3912,5",4473,"35,0",8,SNA - Despegue
2026-01,EZE - SLA,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"6176,5",7347,"35,0",8,SNA - Aterrizaje
2026-03,EZE - NQN,Despegue,JetSMART Airlines,Cabotaje,Comercial,"6014,5",7401,"35,0",8,SNA - Despegue
2026-05,AEP - PDP,Aterrizaje,N/A,Internacional,Comercial,"57,0",0,"35,0",8,Fuera del SNA
2026-02,BRC - EZE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"4951,5",5394,"31,5",8,SNA - Aterrizaje
2026-02,AEP - BRC,Aterrizaje,Flybondi,Cabotaje,Comercial,"5221,0",5832,"31,5",8,SNA - Aterrizaje
2026-02,AEP - CNQ,Despegue,Flybondi,Cabotaje,Comercial,"5524,5",5954,"31,5",8,SNA - Despegue
2026-04,AEP - IRJ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"2602,0",3257,"33,5",8,SNA - Aterrizaje
2026-03,ROS - ROS,Aterrizaje,"",Cabotaje,Av. General,"2,0",0,"34,5",8,SNA - Aterrizaje
2026-03,AEP - SDE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3377,0",3960,"34,5",8,SNA - Aterrizaje
2026-01,EZE - USH,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"5397,0",7038,"34,5",8,SNA - Aterrizaje
2026-02,AEP - CNQ,Aterrizaje,Flybondi,Cabotaje,Comercial,"5359,5",5859,"31,0",8,SNA - Aterrizaje
2026-02,AEP - FLN,Aterrizaje,Flybondi,Internacional,Comercial,"4840,0",5859,"31,0",8,Fuera del SNA
2026-02,ASU - EZE,Aterrizaje,LATAM Cargo Uruguay,Internacional,Comercial,"0,0",0,"31,0",8,Fuera del SNA
2026-04,PSS - PSS,Despegue,"",Cabotaje,Av. General,"2,5",0,"33,0",8,SNA - Despegue
2026-06,FDO - PDP,Aterrizaje,"",Internacional,Av. General,"16,0",0,"33,0",8,Fuera del SNA
2026-04,EZE - USH,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"4680,5",5741,"33,0",8,SNA - Aterrizaje
2026-06,AEP - FMA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"2778,5",3168,"33,0",8,SNA - Aterrizaje
2026-06,COR - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3037,5",4632,"33,0",8,SNA - Aterrizaje
2026-06,COR - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2982,5",4595,"33,0",8,SNA - Despegue
2026-06,EZE - MIA,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"6852,0",8851,"33,0",8,Fuera del SNA
2026-05,FDO - PDP,Aterrizaje,"",Internacional,Comercial,"19,0",0,"34,0",8,Fuera del SNA
2026-01,AEP - FMA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2806,0",3301,"34,0",8,SNA - Despegue
2026-01,AEP - FLN,Aterrizaje,JetSMART Airlines,Internacional,Comercial,"6090,0",7890,"34,0",8,Fuera del SNA
2026-01,EZE - MIA,Aterrizaje,LATAM,Internacional,Comercial,"6717,0",7631,"34,0",8,Fuera del SNA
2026-03,COR - SCL,Despegue,LATAM,Internacional,Comercial,"4424,0",6044,"34,0",8,Fuera del SNA
2026-03,ASU - EZE,Aterrizaje,LATAM Cargo Uruguay,Internacional,Comercial,"0,0",0,"34,0",8,Fuera del SNA
2026-02,ROS - ROS,Aterrizaje,"",Cabotaje,Av. General,"44,5",0,"30,5",8,SNA - Aterrizaje
2026-02,EZE - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3448,5",3796,"30,5",8,SNA - Despegue
2026-02,AEP - JUJ,Aterrizaje,Flybondi,Cabotaje,Comercial,"5063,5",5693,"30,5",8,SNA - Aterrizaje
2026-02,AEP - JUJ,Despegue,Flybondi,Cabotaje,Comercial,"5141,0",5688,"30,5",8,SNA - Despegue
2026-02,EZE - USH,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"4937,5",6186,"30,5",8,SNA - Aterrizaje
2026-04,EZE - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3758,5",4304,"32,5",8,SNA - Aterrizaje
2026-04,EZE - TUC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3753,5",4304,"32,5",8,SNA - Despegue
2026-04,EZE - USH,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"4624,0",5656,"32,5",8,SNA - Despegue
2026-06,AEP - FMA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2728,5",3120,"32,5",8,SNA - Despegue
2026-06,EZE - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3811,0",4588,"32,5",8,SNA - Aterrizaje
2026-05,PRA - PRA,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"33,5",8,SNA - Aterrizaje
2026-05,SDE - SDE,Despegue,"",Cabotaje,Av. General,"18,0",0,"33,5",8,SNA - Despegue
2026-01,AEP - FMA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"2814,0",3216,"33,5",8,SNA - Aterrizaje
2026-03,AEP - SDE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3270,5",3864,"33,5",8,SNA - Despegue
2026-03,EZE - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3771,0",4324,"33,5",8,SNA - Aterrizaje
2026-05,AEP - CPC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"4864,5",5730,"33,5",8,SNA - Aterrizaje
2026-05,BRC - EZE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"5331,5",5712,"33,5",8,SNA - Despegue
2026-05,EZE - NQN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3127,5",3636,"33,5",8,SNA - Aterrizaje
2026-02,MDZ - PTY,Aterrizaje,Copa Airlines,Internacional,Comercial,"4456,0",4656,"30,0",8,Fuera del SNA
2026-02,EZE - USH,Despegue,JetSMART Airlines,Cabotaje,Comercial,"4769,5",6066,"30,0",8,SNA - Despegue
2026-04,REL - REL,Despegue,"",Cabotaje,Av. General,"0,0",,"32,0",7,SNA - Despegue
2026-04,SFN - SFN,Despegue,"",Cabotaje,Av. General,"2,5",0,"32,0",7,SNA - Despegue
2026-04,AEP - PDP,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"2518,0",3399,"32,0",7,Fuera del SNA
2026-06,EZE - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"4180,5",5017,"32,0",7,SNA - Despegue
2026-04,EZE - MAD,Aterrizaje,Air Europa,Internacional,Comercial,"8912,0",10842,"32,0",7,Fuera del SNA
2026-04,EZE - GRU,Aterrizaje,Ethiopian Airlines,Internacional,Comercial,"5727,0",10454,"32,0",7,Fuera del SNA
2026-04,AEP - GIG,Despegue,Flybondi,Internacional,Comercial,"4626,0",5823,"32,0",7,Fuera del SNA
2026-04,AEP - PDP,Aterrizaje,N/A,Internacional,Comercial,"44,0",0,"32,0",7,Fuera del SNA
2026-04,AEP - PDP,Despegue,N/A,Internacional,Comercial,"55,0",0,"32,0",7,Fuera del SNA
2026-03,PRA - PRA,Despegue,"",Cabotaje,Av. General,"0,0",0,"33,0",7,SNA - Despegue
2026-05,PRA - PRA,Despegue,"",Cabotaje,Av. General,"2,0",0,"33,0",7,SNA - Despegue
2026-01,AEP - CNQ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"2794,0",3287,"33,0",7,SNA - Aterrizaje
2026-03,EZE - PUJ,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"7426,0",8838,"33,0",7,Fuera del SNA
2026-03,AEP - GIG,Aterrizaje,Flybondi,Internacional,Comercial,"5332,0",6237,"33,0",7,Fuera del SNA
2026-01,COR - GIG,Despegue,Gol Transportes Aéreos,Internacional,Comercial,"5565,0",6083,"33,0",7,Fuera del SNA
2026-01,AEP - CRD,Despegue,JetSMART Airlines,Cabotaje,Comercial,"5352,5",6138,"33,0",7,SNA - Despegue
2026-01,EZE - NAT,Despegue,JetSMART Airlines,Internacional,Comercial,"5693,0",6138,"33,0",7,Fuera del SNA
2026-03,AEP - FLN,Despegue,JetSMART Airlines,Internacional,Comercial,"5635,0",7542,"33,0",7,Fuera del SNA
2026-03,EZE - MIA,Despegue,LATAM,Internacional,Comercial,"6331,0",7630,"33,0",7,Fuera del SNA
2026-01,ASU - EZE,Despegue,LATAM Cargo Uruguay,Internacional,Comercial,"0,0",0,"33,0",7,Fuera del SNA
2026-03,EZE - MIA,Aterrizaje,N/A,Internacional,Comercial,"0,0",0,"33,0",7,Fuera del SNA
2026-05,EZE - SCL,Despegue,N/A,Internacional,Comercial,"62,0",0,"33,0",7,Fuera del SNA
2026-05,AEP - LIM,Aterrizaje,Sky Airline,Internacional,Comercial,"5209,0",6138,"33,0",7,Fuera del SNA
2026-05,EZE - GRU,Despegue,TAM Linhas Aéreas,Internacional,Comercial,"3944,0",5768,"33,0",7,Fuera del SNA
2026-02,ROS - ROS,Despegue,"",Cabotaje,Av. General,"5,0",0,"29,5",7,SNA - Despegue
2026-04,PSS - PSS,Aterrizaje,"",Cabotaje,Av. General,"2,5",0,"31,5",7,SNA - Aterrizaje
2026-04,SFN - SFN,Aterrizaje,"",Cabotaje,Av. General,"2,0",0,"31,5",7,SNA - Aterrizaje
2026-04,EZE - NQN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"2645,5",3337,"31,5",7,SNA - Aterrizaje
2026-04,EZE - NQN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2585,0",3346,"31,5",7,SNA - Despegue
2026-03,BRC - EZE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"5383,0",5651,"32,5",7,SNA - Aterrizaje
2026-03,EZE - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3795,5",4469,"32,5",7,SNA - Aterrizaje
2026-03,EZE - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3775,0",4432,"32,5",7,SNA - Despegue
2026-03,EZE - TUC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3539,5",4191,"32,5",7,SNA - Despegue
2026-05,AEP - CPC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"4748,5",5560,"32,5",7,SNA - Despegue
2026-05,EZE - NQN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3006,5",3466,"32,5",7,SNA - Despegue
2026-01,EZE - USH,Despegue,JetSMART Airlines,Cabotaje,Comercial,"5129,0",6639,"32,5",7,SNA - Despegue
2026-02,EZE - TUC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3438,5",3835,"29,0",7,SNA - Despegue
2026-02,EZE - MEX,Despegue,Aeroméxico,Internacional,Comercial,"6828,0",7946,"29,0",7,Fuera del SNA
2026-02,MDZ - PTY,Despegue,Copa Airlines,Internacional,Comercial,"3932,0",4502,"29,0",7,Fuera del SNA
2026-02,COR - GIG,Aterrizaje,Gol Transportes Aéreos,Internacional,Comercial,"4941,0",5367,"29,0",7,Fuera del SNA
2026-02,EZE - SLA,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"5178,0",5934,"29,0",7,SNA - Aterrizaje
2026-02,FDO - PDP,Despegue,N/A,Internacional,Comercial,"63,0",0,"29,0",7,Fuera del SNA
2026-06,FDO - PDP,Despegue,"",Internacional,Av. General,"35,0",0,"31,0",7,Fuera del SNA
2026-04,AEP - PDP,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"2312,0",3303,"31,0",7,Fuera del SNA
2026-04,EZE - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3621,0",4350,"31,0",7,SNA - Aterrizaje
2026-06,EZE - SLA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"4140,5",4921,"31,0",7,SNA - Aterrizaje
2026-04,EZE - MEX,Despegue,Aeroméxico,Internacional,Comercial,"7402,0",7843,"31,0",7,Fuera del SNA
2026-04,EZE - MAD,Despegue,Air Europa,Internacional,Comercial,"10220,0",10503,"31,0",7,Fuera del SNA
2026-04,CDG - EZE,Despegue,Air France,Internacional,Comercial,"9418,0",10012,"31,0",7,Fuera del SNA
2026-04,EZE - JFK,Despegue,American Airlines,Internacional,Comercial,"8846,0",9589,"31,0",7,Fuera del SNA
2026-06,MDZ - PTY,Aterrizaje,Copa Airlines,Internacional,Comercial,"4137,0",5080,"31,0",7,Fuera del SNA
2026-04,EZE - GRU,Despegue,Ethiopian Airlines,Internacional,Comercial,"5655,0",10802,"31,0",7,Fuera del SNA
2026-04,AEP - GIG,Aterrizaje,Flybondi,Internacional,Comercial,"4547,0",5634,"31,0",7,Fuera del SNA
2026-04,AEP - MDZ,Despegue,Flybondi,Cabotaje,Comercial,"5025,5",5859,"31,0",7,SNA - Despegue
2026-04,BCN - EZE,Despegue,Iberia Airlines,Internacional,Comercial,"9438,0",9652,"31,0",7,Fuera del SNA
2026-06,COR - LIM,Aterrizaje,LATAM Perú,Internacional,Comercial,"3857,0",5202,"31,0",7,Fuera del SNA
2026-06,EZE - FRA,Despegue,Lufthansa,Internacional,Comercial,"9667,0",11359,"31,0",7,Fuera del SNA
2026-04,EZE - SCL,Despegue,N/A,Internacional,Comercial,"13,0",0,"31,0",7,Fuera del SNA
2026-06,MDZ - SCL,Despegue,Sky Airline,Internacional,Comercial,"3297,0",5818,"31,0",7,Fuera del SNA
2026-04,COR - GRU,Aterrizaje,TAM Linhas Aéreas,Internacional,Comercial,"4458,0",5382,"31,0",7,Fuera del SNA
2026-06,EZE - GRU,Aterrizaje,TAM Linhas Aéreas,Internacional,Comercial,"4439,0",5614,"31,0",7,Fuera del SNA
2026-06,EZE - GRU,Despegue,TAM Linhas Aéreas,Internacional,Comercial,"3101,0",5612,"31,0",7,Fuera del SNA
2026-06,EZE - GRU,Despegue,Turkish Airlines,Internacional,Comercial,"4565,0",10381,"31,0",7,Fuera del SNA
2026-04,EZE - IAH,Despegue,United Airlines,Internacional,Comercial,"8262,0",8332,"31,0",7,Fuera del SNA
2026-03,BRC - EZE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"5198,0",5483,"32,0",7,SNA - Despegue
2026-05,EZE - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3951,5",4762,"32,0",7,SNA - Despegue
2026-05,EZE - MEX,Aterrizaje,Aeroméxico,Internacional,Comercial,"6934,0",8272,"32,0",7,Fuera del SNA
2026-05,EZE - GIG,Despegue,Flybondi,Internacional,Comercial,"4668,0",5949,"32,0",7,Fuera del SNA
2026-01,COR - GIG,Aterrizaje,Gol Transportes Aéreos,Internacional,Comercial,"4951,0",5906,"32,0",7,Fuera del SNA
2026-01,GIG - ROS,Despegue,Gol Transportes Aéreos,Internacional,Comercial,"5323,0",5883,"32,0",7,Fuera del SNA
2026-05,BCN - EZE,Despegue,Iberia Airlines,Internacional,Comercial,"9782,0",9973,"32,0",7,Fuera del SNA
2026-01,AEP - CRD,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"5171,5",5952,"32,0",7,SNA - Aterrizaje
2026-05,AEP - LIM,Aterrizaje,JetSMART Airlines,Internacional,Comercial,"5095,0",5952,"32,0",7,Fuera del SNA
2026-01,AMS - EZE,Aterrizaje,KLM,Internacional,Comercial,"7834,0",9948,"32,0",7,Fuera del SNA
2026-05,EZE - LIM,Despegue,LATAM Perú,Internacional,Comercial,"4552,0",5556,"32,0",7,Fuera del SNA
2026-05,EZE - MIA,Aterrizaje,N/A,Internacional,Comercial,"0,0",0,"32,0",7,Fuera del SNA
2026-01,EZE - SCL,Aterrizaje,Sky Airline,Internacional,Comercial,"4519,0",5952,"32,0",7,Fuera del SNA
2026-03,AEP - LIM,Aterrizaje,Sky Airline,Internacional,Comercial,"5384,0",5952,"32,0",7,Fuera del SNA
2026-02,AEP - SFN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2344,0",2768,"28,5",7,SNA - Despegue
2026-02,BRC - COR,Aterrizaje,Flybondi,Cabotaje,Comercial,"4166,0",5387,"28,5",7,SNA - Aterrizaje
2026-02,BRC - COR,Despegue,Flybondi,Cabotaje,Comercial,"4227,0",5387,"28,5",7,SNA - Despegue
2026-02,EZE - SLA,Despegue,JetSMART Airlines,Cabotaje,Comercial,"5151,5",5814,"28,5",7,SNA - Despegue
2026-04,REL - REL,Aterrizaje,"",Cabotaje,Av. General,"1,0",0,"30,5",7,SNA - Aterrizaje
2026-06,SFN - SFN,Aterrizaje,"",Cabotaje,Av. General,"5,5",0,"30,5",7,SNA - Aterrizaje
2026-04,COR - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3517,5",4297,"30,5",7,SNA - Aterrizaje
2026-04,COR - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3514,0",4297,"30,5",7,SNA - Despegue
2026-06,AEP - CPC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"4353,0",5224,"30,5",7,SNA - Despegue
2026-06,EZE - TUC,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3539,0",4280,"30,5",7,SNA - Despegue
2026-04,AEP - MDZ,Aterrizaje,Flybondi,Cabotaje,Comercial,"4884,5",5765,"30,5",7,SNA - Aterrizaje
2026-03,PRA - PRA,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"31,5",7,SNA - Aterrizaje
2026-05,GPO - GPO,Despegue,"",Cabotaje,Av. General,"0,0",,"31,5",7,SNA - Despegue
2026-01,AEP - SDE,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2899,5",3408,"31,5",7,SNA - Despegue
2026-01,AEP - SFN,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2429,0",3040,"31,5",7,SNA - Despegue
2026-03,AEP - FMA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"2652,5",3024,"31,5",7,SNA - Despegue
2026-03,COR - MDZ,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3590,5",4126,"31,5",7,SNA - Despegue
2026-05,AEP - RGA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"4574,5",5409,"31,5",7,SNA - Despegue
2026-03,AEP - RES,Aterrizaje,JetSMART Airlines,Cabotaje,Comercial,"4873,5",5859,"31,5",7,SNA - Aterrizaje
2026-05,AEP - CRD,Despegue,JetSMART Airlines,Cabotaje,Comercial,"5206,0",5886,"31,5",7,SNA - Despegue
2026-05,GPO - GPO,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"31,0",7,SNA - Aterrizaje
2026-05,SDE - SDE,Aterrizaje,"",Cabotaje,Av. General,"16,5",0,"31,0",7,SNA - Aterrizaje
2026-06,SFN - SFN,Despegue,"",Cabotaje,Av. General,"4,5",0,"30,0",7,SNA - Despegue
2026-01,AEP - SSA,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"4843,0",5318,"31,0",7,Fuera del SNA
2026-02,AEP - SFN,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"2308,0",2720,"28,0",7,SNA - Aterrizaje
2026-02,EZE - FTE,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"4252,5",4773,"28,0",7,SNA - Aterrizaje
2026-02,EZE - TUC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3327,0",3628,"28,0",7,SNA - Aterrizaje
2026-03,AEP - LIM,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"4609,0",5330,"31,0",7,Fuera del SNA
2026-03,AEP - LIM,Despegue,Aerolíneas Argentinas,Internacional,Comercial,"4194,0",5330,"31,0",7,Fuera del SNA
2026-03,COR - MDZ,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"3550,5",4078,"31,0",7,SNA - Aterrizaje
2026-03,EZE - PUJ,Aterrizaje,Aerolíneas Argentinas,Internacional,Comercial,"7012,0",8303,"31,0",7,Fuera del SNA
2026-04,EZE - SLA,Despegue,Aerolíneas Argentinas,Cabotaje,Comercial,"3555,0",4254,"30,0",7,SNA - Despegue
2026-06,AEP - CPC,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"4287,5",5139,"30,0",7,SNA - Aterrizaje
2026-06,AEP - RGA,Aterrizaje,Aerolíneas Argentinas,Cabotaje,Comercial,"4318,0",5158,"30,0",7,SNA - Aterrizaje
2026-02,EZE - MEX,Aterrizaje,Aeroméxico,Internacional,Comercial,"7071,0",7672,"28,0",7,Fuera del SNA
2026-01,EZE - MAD,Despegue,Air Europa,Internacional,Comercial,"10440,0",10509,"31,0",7,Fuera del SNA
2026-02,EZE - MAD,Aterrizaje,Air Europa,Internacional,Comercial,"9145,0",9480,"28,0",7,Fuera del SNA
2026-02,EZE - MAD,Despegue,Air Europa,Internacional,Comercial,"9011,0",9480,"28,0",7,Fuera del SNA
2026-03,EZE - MAD,Aterrizaje,Air Europa,Internacional,Comercial,"9690,0",10509,"31,0",7,Fuera del SNA
2026-05,EZE - MAD,Despegue,Air Europa,Internacional,Comercial,"10433,0",10503,"31,0",7,Fuera del SNA
2026-06,EZE - MAD,Aterrizaje,Air Europa,Internacional,Comercial,"9477,0",10164,"30,0",7,Fuera del SNA
2026-06,EZE - MAD,Despegue,Air Europa,Internacional,Comercial,"9639,0",10164,"30,0",7,Fuera del SNA
2026-01,CDG - EZE,Aterrizaje,Air France,Internacional,Comercial,"8927,0",9916,"31,0",7,Fuera del SNA
2026-01,CDG - EZE,Despegue,Air France,Internacional,Comercial,"9429,0",9916,"31,0",7,Fuera del SNA
2026-02,CDG - EZE,Despegue,Air France,Internacional,Comercial,"8105,0",8944,"28,0",7,Fuera del SNA
2026-03,CDG - EZE,Aterrizaje,Air France,Internacional,Comercial,"8978,0",9948,"31,0",7,Fuera del SNA
2026-04,CDG - EZE,Aterrizaje,Air France,Internacional,Comercial,"7181,0",9688,"30,0",7,Fuera del SNA
2026-05,CDG - EZE,Aterrizaje,Air France,Internacional,Comercial,"8027,0",10012,"31,0",7,Fuera del SNA
2026-05,CDG - EZE,Despegue,Air France,Internacional,Comercial,"9596,0",10012,"31,0",7,Fuera del SNA
2026-06,CDG - EZE,Despegue,Air France,Internacional,Comercial,"6995,0",8418,"30,0",7,Fuera del SNA
