AñoMes;CityPair_IATA;Aerolinea Nombre;Clasificacion;Comercial Av Gral;TotalPasajeros;Asientos_Pax;Vuelos;frecuencia semanal
2021-07;ASU - CNQ;;Internacional;Av. General;0;;1;0
2021-07;ASU - COC;;Internacional;Av. General;0;;1;0
2021-07;ASU - FDO;;Internacional;Av. General;234;38;159;36
2021-07;ASU - PSS;;Internacional;Av. General;1;;1;0
2021-07;ASU - RES;;Internacional;Av. General;5;;4;1
2021-07;ASU - SLA;;Internacional;Av. General;0;;1;0
2021-07;ASU - TUC;;Internacional;Av. General;5;0;5;1
2021-07;BAQ - FDO;;Internacional;Av. General;6;189;1;0
2021-07;BHI - BHI;;Cabotaje;Av. General;0;;60,5;14
2021-07;BHI - BRC;;Cabotaje;Av. General;0;0;1;0
2021-07;BHI - COR;;Cabotaje;Av. General;9,5;0;3,5;1
2021-07;BHI - CRD;;Cabotaje;Av. General;15,5;20;3;1
2021-07;BHI - CSZ;;Cabotaje;Av. General;0;;3;1
2021-07;BHI - EPA;;Cabotaje;Av. General;4,5;50;1,5;0
2021-07;BHI - FDO;;Cabotaje;Av. General;36;7;22;5
2021-07;BHI - FMA;;Cabotaje;Av. General;2;;2;0
2021-07;BHI - GNR;;Cabotaje;Av. General;0,5;0;1,5;0
2021-07;BHI - LPG;;Cabotaje;Av. General;8;;1,5;0
2021-07;BHI - MDQ;;Cabotaje;Av. General;1,5;60;8;2
2021-07;BHI - MDZ;;Cabotaje;Av. General;9,5;;1,5;0
2021-07;BHI - MOR;;Cabotaje;Av. General;0;;2;0
2021-07;BHI - NQN;;Cabotaje;Av. General;8,5;0;4;1
2021-07;BHI - PDI;;Cabotaje;Av. General;0;;2;0
2021-07;BHI - PMY;;Cabotaje;Av. General;11;0;1;0
2021-07;BHI - PRA;;Cabotaje;Av. General;0;0;0,5;0
2021-07;BHI - REL;;Cabotaje;Av. General;0;10;0,5;0
2021-07;BHI - RGA;;Cabotaje;Av. General;0,5;;0,5;0
2021-07;BHI - ROS;;Cabotaje;Av. General;8;;2;0
2021-07;BHI - RSA;;Cabotaje;Av. General;2;;4;1
2021-07;BHI - TUC;;Cabotaje;Av. General;3;;1;0
2021-07;BHI - VDM;;Cabotaje;Av. General;3,5;0;2;0
2021-07;BRC - BRC;;Cabotaje;Av. General;1;95;1;0
2021-07;BRC - COR;;Cabotaje;Av. General;6;;1,5;0
2021-07;BRC - CPC;;Cabotaje;Av. General;4,5;;2;0
2021-07;BRC - CRD;;Cabotaje;Av. General;7,5;37;1;0
2021-07;BRC - EHL;;Cabotaje;Av. General;0;;0,5;0
2021-07;BRC - FDO;;Cabotaje;Av. General;119,5;23;44,5;10
2021-07;BRC - LUQ;;Cabotaje;Av. General;0,5;;0,5;0
2021-07;BRC - MDQ;;Cabotaje;Av. General;4;0;1,5;0
2021-07;BRC - MDZ;;Cabotaje;Av. General;0;0;2;0
2021-07;BRC - NQN;;Cabotaje;Av. General;9,5;109;2,5;1
2021-07;BRC - OES;;Cabotaje;Av. General;3;10;0,5;0
2021-07;BRC - PRA;;Cabotaje;Av. General;0;0;1;0
2021-07;BRC - REL;;Cabotaje;Av. General;0;;1;0
2021-07;BRC - ROS;;Cabotaje;Av. General;0;0;1;0
2021-07;BRC - RSA;;Cabotaje;Av. General;0;;1;0
2021-07;BRC - SLA;;Cabotaje;Av. General;27,5;;4;1
2021-07;BRC - UAQ;;Cabotaje;Av. General;2,5;0;1;0
2021-07;BRC - VDM;;Cabotaje;Av. General;1;5;0,5;0
2021-07;CNQ - CNQ;;Cabotaje;Av. General;14,5;0;121;27
2021-07;CNQ - COR;;Cabotaje;Av. General;12;0;7;2
2021-07;CNQ - FDO;;Cabotaje;Av. General;14,5;0;12,5;3
2021-07;CNQ - FMA;;Cabotaje;Av. General;0;;2,5;1
2021-07;CNQ - MDX;;Cabotaje;Av. General;5,5;;3,5;1
2021-07;CNQ - OYA;;Cabotaje;Av. General;2,5;0;0,5;0
2021-07;CNQ - PRA;;Cabotaje;Av. General;2;;1,5;0
2021-07;CNQ - PRQ;;Cabotaje;Av. General;0;;1;0
2021-07;CNQ - PSS;;Cabotaje;Av. General;7;0;12,5;3
2021-07;CNQ - RCQ;;Cabotaje;Av. General;0;;3,5;1
2021-07;CNQ - RES;;Cabotaje;Av. General;5;0;4,5;1
2021-07;CNQ - ROS;;Cabotaje;Av. General;2,5;;4;1
2021-07;CNQ - SFN;;Cabotaje;Av. General;0;;0,5;0
2021-07;CNQ - SLA;;Cabotaje;Av. General;3,5;0;2,5;1
2021-07;COC - COC;;Cabotaje;Av. General;0;;2;0
2021-07;COC - EZE;;Cabotaje;Av. General;3,5;;1;0
2021-07;COC - FDO;;Cabotaje;Av. General;10,5;0;13,5;3
2021-07;COC - IGR;;Cabotaje;Av. General;1,5;;1;0
2021-07;COC - MDX;;Cabotaje;Av. General;1;0;1,5;0
2021-07;COC - MOR;;Cabotaje;Av. General;1,5;;12;3
2021-07;COC - NQN;;Cabotaje;Av. General;0,5;0;0,5;0
2021-07;COC - PSS;;Cabotaje;Av. General;7;0;7,5;2
2021-07;COC - ROS;;Cabotaje;Av. General;0;;1;0
2021-07;COC - SLA;;Cabotaje;Av. General;1;;0,5;0
2021-07;COR - COR;;Cabotaje;Av. General;15,5;0;33,5;8
2021-07;COR - CRD;;Cabotaje;Av. General;111;212;3;1
2021-07;COR - CTC;;Cabotaje;Av. General;2;;2;0
2021-07;COR - EZE;;Cabotaje;Av. General;1,5;;1;0
2021-07;COR - FDO;;Cabotaje;Av. General;66;0;46;10
2021-07;COR - FLL;;Internacional;Av. General;4;;1;0
2021-07;COR - FMA;;Cabotaje;Av. General;2;0;0,5;0
2021-07;COR - IRJ;;Cabotaje;Av. General;15,5;0;3;1
2021-07;COR - JUJ;;Cabotaje;Av. General;12,5;;3,5;1
2021-07;COR - LCM;;Cabotaje;Av. General;0;0;6,5;1
2021-07;COR - LPG;;Cabotaje;Av. General;2;;0,5;0
2021-07;COR - LUQ;;Cabotaje;Av. General;0,5;;1;0
2021-07;COR - MDZ;;Cabotaje;Av. General;114,5;423;6;1
2021-07;COR - MOR;;Cabotaje;Av. General;1,5;;3;1
2021-07;COR - PMY;;Cabotaje;Av. General;9;0;0,5;0
2021-07;COR - PRA;;Cabotaje;Av. General;3;;1,5;0
2021-07;COR - PSS;;Cabotaje;Av. General;1;;0,5;0
2021-07;COR - RAF;;Cabotaje;Av. General;1,5;;0,5;0
2021-07;COR - RCU;;Cabotaje;Av. General;27,5;0;11;2
2021-07;COR - RLO;;Cabotaje;Av. General;1;;1;0
2021-07;COR - ROS;;Cabotaje;Av. General;0,5;0;4,5;1
2021-07;COR - SCL;;Internacional;Av. General;0;;1;0
2021-07;COR - SDE;;Cabotaje;Av. General;6;0;2;0
2021-07;COR - SFN;;Cabotaje;Av. General;11;0;3;1
2021-07;COR - SLA;;Cabotaje;Av. General;14,5;0;4;1
2021-07;COR - TUC;;Cabotaje;Av. General;7;0;1;0
2021-07;COR - UAQ;;Cabotaje;Av. General;6;;1;0
2021-07;COR - VMA;;Cabotaje;Av. General;2;;1;0
2021-07;CPC - CPC;;Cabotaje;Av. General;12,5;0;26;6
2021-07;CPC - CRD;;Cabotaje;Av. General;1;;1;0
2021-07;CPC - EHL;;Cabotaje;Av. General;3;;1;0
2021-07;CPC - FDO;;Cabotaje;Av. General;61,5;5;20,5;5
2021-07;CPC - FTE;;Cabotaje;Av. General;3;0;0,5;0
2021-07;CPC - GPO;;Cabotaje;Av. General;0;;0,5;0
2021-07;CPC - MDQ;;Cabotaje;Av. General;9;;1;0
2021-07;CPC - NQN;;Cabotaje;Av. General;48;0;31,5;7
2021-07;CPC - RSA;;Cabotaje;Av. General;6;;2;0
2021-07;CRD - CRD;;Cabotaje;Av. General;0;434;36;8
2021-07;CRD - CVI;;Cabotaje;Av. General;0;;1;0
2021-07;CRD - EPA;;Cabotaje;Av. General;0,5;19;1;0
2021-07;CRD - FDO;;Cabotaje;Av. General;40,5;29;8;2
2021-07;CRD - GGS;;Cabotaje;Av. General;7,5;10;0,5;0
2021-07;CRD - LHS;;Cabotaje;Av. General;0;;1,5;0
2021-07;CRD - LUQ;;Cabotaje;Av. General;3,5;;0,5;0
2021-07;CRD - MDZ;;Cabotaje;Av. General;1;19;0,5;0
2021-07;CRD - NQN;;Cabotaje;Av. General;19,5;39;8;2
2021-07;CRD - OES;;Cabotaje;Av. General;0;;0,5;0
2021-07;CRD - PMY;;Cabotaje;Av. General;8,5;0;2,5;1
2021-07;CRD - PRA;;Cabotaje;Av. General;0;0;1,5;0
2021-07;CRD - PUD;;Cabotaje;Av. General;18;0;1;0
2021-07;CRD - REL;;Cabotaje;Av. General;14;40;11,5;3
2021-07;CRD - RGA;;Cabotaje;Av. General;12,5;10;1,5;0
2021-07;CRD - RGL;;Cabotaje;Av. General;118,5;222;13,5;3
2021-07;CRD - RSA;;Cabotaje;Av. General;17,5;;1;0
2021-07;CRD - RZA;;Cabotaje;Av. General;7,5;;1;0
2021-07;CRD - UAQ;;Cabotaje;Av. General;341,5;423;3;1
2021-07;CRD - ULA;;Cabotaje;Av. General;0;;0,5;0
2021-07;CRD - VDM;;Cabotaje;Av. General;6;;1,5;0
2021-07;CRD - VME;;Cabotaje;Av. General;0;0;3;1
2021-07;CRR - MOR;;Cabotaje;Av. General;1,5;;0,5;0
2021-07;CRR - SDE;;Cabotaje;Av. General;0,5;;0,5;0
2021-07;CRR - SFN;;Cabotaje;Av. General;0,5;;0,5;0
2021-07;CSZ - FDO;;Cabotaje;Av. General;3;;2,5;1
2021-07;CSZ - MDQ;;Cabotaje;Av. General;0;;0,5;0
2021-07;CSZ - MOR;;Cabotaje;Av. General;0;;4;1
2021-07;CSZ - NQN;;Cabotaje;Av. General;1;;0,5;0
2021-07;CSZ - RSA;;Cabotaje;Av. General;0;;1,5;0
2021-07;CTC - CTC;;Cabotaje;Av. General;24;0;240;54
2021-07;CTC - FDO;;Cabotaje;Av. General;22;56;24;5
2021-07;CTC - IRJ;;Cabotaje;Av. General;0;0;4;1
2021-07;CTC - LCM;;Cabotaje;Av. General;0;;2;0
2021-07;CTC - LUQ;;Cabotaje;Av. General;0;;1;0
2021-07;CTC - RHD;;Cabotaje;Av. General;0;0;4;1
2021-07;CTC - ROS;;Cabotaje;Av. General;5;0;1;0
2021-07;CTC - SLA;;Cabotaje;Av. General;72;342;25;6
2021-07;CTC - TUC;;Cabotaje;Av. General;78;57;6;1
2021-07;CTC - UAQ;;Cabotaje;Av. General;104;38;6;1
2021-07;CUT - NQN;;Cabotaje;Av. General;2;0;3;1
2021-07;CWB - FDO;;Internacional;Av. General;17;;3;1
2021-07;DZO - FDO;;Internacional;Av. General;1;;1;0
2021-07;ELO - FDO;;Cabotaje;Av. General;0;;1;0
2021-07;ELO - IGR;;Cabotaje;Av. General;0;;9;2
2021-07;ELO - PSS;;Cabotaje;Av. General;18;0;15;3
2021-07;ENO - ROS;;Cabotaje;Av. General;0,5;;1,5;0
2021-07;EPA - EPA;;Cabotaje;Av. General;0;0;20;5
2021-07;EPA - FDO;;Cabotaje;Av. General;0;0;2,5;1
2021-07;EPA - IGR;;Cabotaje;Av. General;0,5;0;1;0
2021-07;EPA - MDQ;;Cabotaje;Av. General;0;120;3;1
2021-07;EPA - MDZ;;Cabotaje;Av. General;1;201;2;0
2021-07;EPA - MOR;;Cabotaje;Av. General;0;0;38;9
2021-07;EPA - PRA;;Cabotaje;Av. General;1;381;9,5;2
2021-07;EPA - RCQ;;Cabotaje;Av. General;0;0;2;0
2021-07;EPA - RCU;;Cabotaje;Av. General;4,5;0;0,5;0
2021-07;EPA - RGL;;Cabotaje;Av. General;17;71;2,5;1
2021-07;EPA - ROS;;Cabotaje;Av. General;0;0;3;1
2021-07;EPA - SFN;;Cabotaje;Av. General;13,5;60;1,5;0
2021-07;EPA - SLA;;Cabotaje;Av. General;29,5;0;0,5;0
2021-07;EPA - VME;;Cabotaje;Av. General;0;37;3;1
2021-07;EQS - EQS;;Cabotaje;Av. General;0;;1;0
2021-07;EQS - FDO;;Cabotaje;Av. General;0;;1,5;0
2021-07;EQS - REL;;Cabotaje;Av. General;7;0;2,5;1
2021-07;EZE - EZE;;Cabotaje;Av. General;0;;9,5;2
2021-07;EZE - FDO;;Cabotaje;Av. General;0;0;7,5;2
2021-07;EZE - GYE;;Internacional;Av. General;8;0;2;0
2021-07;EZE - IGR;;Cabotaje;Av. General;40;71;0,5;0
2021-07;EZE - LPG;;Cabotaje;Av. General;0;0;5;1
2021-07;EZE - MOR;;Cabotaje;Av. General;0;;3;1
2021-07;EZE - NQN;;Cabotaje;Av. General;2;;0,5;0
2021-07;EZE - PRA;;Cabotaje;Av. General;0;;2;0
2021-07;EZE - PSS;;Cabotaje;Av. General;6,5;;1,5;0
2021-07;EZE - PTY;;Internacional;Av. General;6;0;1;0
2021-07;EZE - RCQ;;Cabotaje;Av. General;8;;2;0
2021-07;EZE - RCU;;Cabotaje;Av. General;7,5;;2,5;1
2021-07;EZE - ROS;;Cabotaje;Av. General;3;0;5,5;1
2021-07;EZE - SFN;;Cabotaje;Av. General;8,5;;2;0
2021-07;EZE - TUC;;Cabotaje;Av. General;15,5;0;5,5;1
2021-07;EZE - VME;;Cabotaje;Av. General;1;;2;0
2021-07;FDO - FDO;;Cabotaje;Av. General;130,5;19;559;126
2021-07;FDO - FLL;;Internacional;Av. General;0;0;1;0
2021-07;FDO - FLN;;Internacional;Av. General;8;0;5;1
2021-07;FDO - FMA;;Cabotaje;Av. General;10;0;6,5;1
2021-07;FDO - FOR;;Internacional;Av. General;0;378;2;0
2021-07;FDO - GHU;;Cabotaje;Av. General;4,5;;18;4
2021-07;FDO - GIG;;Internacional;Av. General;13;0;6;1
2021-07;FDO - GNR;;Cabotaje;Av. General;3;;2;0
2021-07;FDO - GPO;;Cabotaje;Av. General;2,5;0;2,5;1
2021-07;FDO - GRU;;Internacional;Av. General;20;0;9;2
2021-07;FDO - GYE;;Internacional;Av. General;39;8;11;2
2021-07;FDO - IGR;;Cabotaje;Av. General;16;0;9;2
2021-07;FDO - IGU;;Internacional;Av. General;14;0;8;2
2021-07;FDO - IQQ;;Internacional;Av. General;0;;1;0
2021-07;FDO - IRJ;;Cabotaje;Av. General;7;0;4,5;1
2021-07;FDO - JNI;;Cabotaje;Av. General;0,5;;0,5;0
2021-07;FDO - JUJ;;Cabotaje;Av. General;22,5;0;13;3
2021-07;FDO - LCM;;Cabotaje;Av. General;1;;1;0
2021-07;FDO - LPG;;Cabotaje;Av. General;0,5;0;13,5;3
2021-07;FDO - LUQ;;Cabotaje;Av. General;18,5;0;7,5;2
2021-07;FDO - MCO;;Internacional;Av. General;5;;1;0
2021-07;FDO - MDQ;;Cabotaje;Av. General;36;0;31;7
2021-07;FDO - MDX;;Cabotaje;Av. General;1;;0,5;0
2021-07;FDO - MDZ;;Cabotaje;Av. General;34;0;18;4
2021-07;FDO - MOR;;Cabotaje;Av. General;4,5;18;77;17
2021-07;FDO - MVD;;Internacional;Av. General;239;0;244;55
2021-07;FDO - NCJ;;Cabotaje;Av. General;17;0;9,5;2
2021-07;FDO - NEC;;Cabotaje;Av. General;2,5;0;0,5;0
2021-07;FDO - NQN;;Cabotaje;Av. General;39,5;10;22,5;5
2021-07;FDO - ORA;;Cabotaje;Av. General;0;0;1;0
2021-07;FDO - OVR;;Cabotaje;Av. General;0,5;0;1,5;0
2021-07;FDO - OYO;;Cabotaje;Av. General;1,5;;2,5;1
2021-07;FDO - PDP;;Internacional;Av. General;76;0;85;19
2021-07;FDO - PEH;;Cabotaje;Av. General;0,5;;1;0
2021-07;FDO - PMY;;Cabotaje;Av. General;7,5;0;2;0
2021-07;FDO - POA;;Internacional;Av. General;7;0;11;2
2021-07;FDO - PRA;;Cabotaje;Av. General;20;0;27;6
2021-07;FDO - PSS;;Cabotaje;Av. General;15,5;38;14;3
2021-07;FDO - RAF;;Cabotaje;Av. General;8,5;0;7,5;2
2021-07;FDO - RCQ;;Cabotaje;Av. General;0;0;0,5;0
2021-07;FDO - RCU;;Cabotaje;Av. General;3,5;0;5;1
2021-07;FDO - REL;;Cabotaje;Av. General;14,5;0;6;1
2021-07;FDO - RES;;Cabotaje;Av. General;22,5;0;9;2
2021-07;FDO - RGA;;Cabotaje;Av. General;0;;1;0
2021-07;FDO - RGL;;Cabotaje;Av. General;8,5;21;5,5;1
2021-07;FDO - RHD;;Cabotaje;Av. General;0;;0,5;0
2021-07;FDO - ROS;;Cabotaje;Av. General;28;0;56,5;13
2021-07;FDO - RSA;;Cabotaje;Av. General;32,5;86;17;4
2021-07;FDO - SCL;;Internacional;Av. General;36;0;19;4
2021-07;FDO - SDE;;Cabotaje;Av. General;21,5;0;9;2
2021-07;FDO - SFN;;Cabotaje;Av. General;7;0;2,5;1
2021-07;FDO - SLA;;Cabotaje;Av. General;74,5;0;31;7
2021-07;FDO - SSA;;Internacional;Av. General;0;;1;0
2021-07;FDO - TDL;;Cabotaje;Av. General;0;;0,5;0
2021-07;FDO - TRU;;Internacional;Av. General;5;;1;0
2021-07;FDO - TUC;;Cabotaje;Av. General;30;0;13,5;3
2021-07;FDO - UAQ;;Cabotaje;Av. General;19,5;10;9;2
2021-07;FDO - USH;;Cabotaje;Av. General;8,5;0;2,5;1
2021-07;FDO - VCP;;Internacional;Av. General;3;0;2;0
2021-07;FDO - VDM;;Cabotaje;Av. General;3;19;3;1
2021-07;FDO - VLG;;Cabotaje;Av. General;2;;2,5;1
2021-07;FDO - VMA;;Cabotaje;Av. General;2;;2;0
2021-07;FDO - VME;;Cabotaje;Av. General;3;0;2;0
2021-07;FDO - VVI;;Internacional;Av. General;4;;2;0
2021-07;FLN - PSS;;Internacional;Av. General;3;;1;0
2021-07;FMA - FMA;;Cabotaje;Av. General;4;0;2,5;1
2021-07;FMA - RES;;Cabotaje;Av. General;0,5;;1;0
2021-07;FTE - RGL;;Cabotaje;Av. General;0,5;;1,5;0
2021-07;GHU - MOR;;Cabotaje;Av. General;0;;4;1
2021-07;GHU - PRA;;Cabotaje;Av. General;0;;0,5;0
2021-07;GIG - IGR;;Internacional;Av. General;0;;1;0
2021-07;GNR - NQN;;Cabotaje;Av. General;3;0;9,5;2
2021-07;GNR - VDM;;Cabotaje;Av. General;5;;2;0
2021-07;GPO - MDQ;;Cabotaje;Av. General;1;0;1,5;0
2021-07;GPO - RCU;;Cabotaje;Av. General;0;0;0,5;0
2021-07;GPO - RSA;;Cabotaje;Av. General;3;;1;0
2021-07;GYE - SLA;;Internacional;Av. General;26;0;7;2
2021-07;HOS - NQN;;Cabotaje;Av. General;3;;3;1
2021-07;IGR - IGR;;Cabotaje;Av. General;10;0;5;1
2021-07;IGR - NAT;;Internacional;Av. General;80;141;1;0
2021-07;IGR - PRA;;Cabotaje;Av. General;4;0;3,5;1
2021-07;IGR - PSS;;Cabotaje;Av. General;8;0;4,5;1
2021-07;IGR - RES;;Cabotaje;Av. General;1;;1;0
2021-07;IGR - SLA;;Cabotaje;Av. General;1,5;;0,5;0
2021-07;IGR - TUC;;Cabotaje;Av. General;6;;2,5;1
2021-07;IGU - RES;;Internacional;Av. General;6;;1;0
2021-07;IRJ - ROS;;Cabotaje;Av. General;0;0;0,5;0
2021-07;IRJ - UAQ;;Cabotaje;Av. General;0;;0,5;0
2021-07;JUJ - JUJ;;Cabotaje;Av. General;2;;2;0
2021-07;JUJ - MDZ;;Cabotaje;Av. General;7;;3;1
2021-07;JUJ - ROS;;Cabotaje;Av. General;8;0;3;1
2021-07;JUJ - RSA;;Cabotaje;Av. General;8,5;;0,5;0
2021-07;JUJ - SDE;;Cabotaje;Av. General;0;;0,5;0
2021-07;JUJ - TUC;;Cabotaje;Av. General;26;0;4,5;1
2021-07;JUJ - UAQ;;Cabotaje;Av. General;9;;0,5;0
2021-07;LCM - ROS;;Cabotaje;Av. General;3;;0,5;0
2021-07;LCM - TUC;;Cabotaje;Av. General;0;;0,5;0
2021-07;LGS - LGS;;Cabotaje;Av. General;0;;1;0
2021-07;LGS - MDZ;;Cabotaje;Av. General;1,5;0;2,5;1
2021-07;LGS - RSA;;Cabotaje;Av. General;0;;0,5;0
2021-07;LPG - MDQ;;Cabotaje;Av. General;1,5;0;5;1
2021-07;LPG - MOR;;Cabotaje;Av. General;1,5;0;28,5;6
2021-07;LPG - PRA;;Cabotaje;Av. General;1,5;0;2;0
2021-07;LUQ - LUQ;;Cabotaje;Av. General;0;;0,5;0
2021-07;LUQ - MDZ;;Cabotaje;Av. General;7;0;4;1
2021-07;LUQ - NQN;;Cabotaje;Av. General;4;0;1,5;0
2021-07;LUQ - RCU;;Cabotaje;Av. General;0,5;0;2,5;1
2021-07;LUQ - RLO;;Cabotaje;Av. General;0;;1;0
2021-07;LUQ - UAQ;;Cabotaje;Av. General;2,5;;3;1
2021-07;LUQ - VME;;Cabotaje;Av. General;1,5;;2,5;1
2021-07;MDQ - MDQ;;Cabotaje;Av. General;3,5;60;32;7
2021-07;MDQ - MDZ;;Cabotaje;Av. General;16;60;1;0
2021-07;MDQ - MOR;;Cabotaje;Av. General;1,5;0;26;6
2021-07;MDQ - RCU;;Cabotaje;Av. General;0;0;0,5;0
2021-07;MDQ - RGL;;Cabotaje;Av. General;0;0;1;0
2021-07;MDQ - SCL;;Internacional;Av. General;4;;1;0
2021-07;MDQ - VLG;;Cabotaje;Av. General;0;;0,5;0
2021-07;MDX - PSS;;Cabotaje;Av. General;0;;3;1
2021-07;MDX - ROS;;Cabotaje;Av. General;0;;0,5;0
2021-07;MDZ - MDZ;;Cabotaje;Av. General;0;0;115,5;26
2021-07;MDZ - MOR;;Cabotaje;Av. General;2,5;;1;0
2021-07;MDZ - NCJ;;Cabotaje;Av. General;0;0;0,5;0
2021-07;MDZ - NQN;;Cabotaje;Av. General;2;19;1;0
2021-07;MDZ - PRA;;Cabotaje;Av. General;0;0;3;1
2021-07;MDZ - PSS;;Cabotaje;Av. General;1;;0,5;0
2021-07;MDZ - RCU;;Cabotaje;Av. General;0;0;6,5;1
2021-07;MDZ - RLO;;Cabotaje;Av. General;0;;0,5;0
2021-07;MDZ - ROS;;Cabotaje;Av. General;1;;1;0
2021-07;MDZ - UAQ;;Cabotaje;Av. General;1;;1,5;0
2021-07;MDZ - VME;;Cabotaje;Av. General;1;74;4,5;1
2021-07;MEC - SLA;;Internacional;Av. General;3;0;1;0
2021-07;MOR - MOR;;Cabotaje;Av. General;1;0;2219,5;501
2021-07;MOR - NEC;;Cabotaje;Av. General;0;;1;0
2021-07;MOR - OVR;;Cabotaje;Av. General;0;;0,5;0
2021-07;MOR - PRA;;Cabotaje;Av. General;0;;4;1
2021-07;MOR - RCQ;;Cabotaje;Av. General;0;;1,5;0
2021-07;MOR - RCU;;Cabotaje;Av. General;0;;2,5;1
2021-07;MOR - ROS;;Cabotaje;Av. General;0;;40,5;9
2021-07;MOR - RSA;;Cabotaje;Av. General;0;;1,5;0
2021-07;MOR - SFN;;Cabotaje;Av. General;0;0;6;1
2021-07;MOR - SST;;Cabotaje;Av. General;0;0;1;0
2021-07;MOR - VDM;;Cabotaje;Av. General;1,5;;1;0
2021-07;MOR - VLG;;Cabotaje;Av. General;0;;1,5;0
2021-07;MOR - VME;;Cabotaje;Av. General;0,5;;1;0
2021-07;MVD - SLA;;Internacional;Av. General;3;0;1;0
2021-07;NCJ - PRA;;Cabotaje;Av. General;0;;1;0
2021-07;NCJ - SDE;;Cabotaje;Av. General;5;;2;0
2021-07;NCJ - SFN;;Cabotaje;Av. General;0;;2;0
2021-07;NQN - NQN;;Cabotaje;Av. General;18;0;171;39
2021-07;NQN - RDS;;Cabotaje;Av. General;0;0;1;0
2021-07;NQN - REL;;Cabotaje;Av. General;2;10;1,5;0
2021-07;NQN - RLO;;Cabotaje;Av. General;0;;0,5;0
2021-07;NQN - ROS;;Cabotaje;Av. General;114;186;3;1
2021-07;NQN - RSA;;Cabotaje;Av. General;0;0;4;1
2021-07;NQN - SCL;;Internacional;Av. General;3;0;2;0
2021-07;NQN - SLA;;Cabotaje;Av. General;19;0;3;1
2021-07;NQN - UAQ;;Cabotaje;Av. General;1;;1;0
2021-07;NQN - VDM;;Cabotaje;Av. General;4;;5;1
2021-07;NQN - VMA;;Cabotaje;Av. General;1;;0,5;0
2021-07;NQN - VME;;Cabotaje;Av. General;1;;0,5;0
2021-07;ORA - SDE;;Cabotaje;Av. General;0;;0,5;0
2021-07;ORA - SLA;;Cabotaje;Av. General;21,5;0;10,5;2
2021-07;ORA - TUC;;Cabotaje;Av. General;0;0;1;0
2021-07;OVR - RSA;;Cabotaje;Av. General;0;;0,5;0
2021-07;PMQ - RGL;;Cabotaje;Av. General;0;;1;0
2021-07;PMY - PMY;;Cabotaje;Av. General;6,5;0;69,5;16
2021-07;PMY - RCU;;Cabotaje;Av. General;9,5;0;0,5;0
2021-07;PMY - REL;;Cabotaje;Av. General;2;0;6,5;1
2021-07;PRA - PRA;;Cabotaje;Av. General;4,5;60;70,5;16
2021-07;PRA - PSS;;Cabotaje;Av. General;0;0;2;0
2021-07;PRA - RCQ;;Cabotaje;Av. General;2,5;0;7,5;2
2021-07;PRA - RCU;;Cabotaje;Av. General;4,5;0;4;1
2021-07;PRA - RES;;Cabotaje;Av. General;0;0;0,5;0
2021-07;PRA - ROS;;Cabotaje;Av. General;0;0;7;2
2021-07;PRA - SDE;;Cabotaje;Av. General;3;0;3;1
2021-07;PRA - SFN;;Cabotaje;Av. General;0,5;;3,5;1
2021-07;PRA - SLA;;Cabotaje;Av. General;0;;1;0
2021-07;PRA - TTG;;Cabotaje;Av. General;0,5;0;0,5;0
2021-07;PRA - TUC;;Cabotaje;Av. General;1;0;1;0
2021-07;PRA - VME;;Cabotaje;Av. General;0;;2;0
2021-07;PSS - PSS;;Cabotaje;Av. General;59,5;0;87,5;20
2021-07;PSS - RAF;;Cabotaje;Av. General;0;;0,5;0
2021-07;PSS - RCQ;;Cabotaje;Av. General;0;;1;0
2021-07;PSS - RES;;Cabotaje;Av. General;0;;2,5;1
2021-07;PUD - REL;;Cabotaje;Av. General;2,5;;0,5;0
2021-07;PUD - RGL;;Cabotaje;Av. General;1,5;0;1;0
2021-07;PUQ - RGL;;Internacional;Av. General;0;;1;0
2021-07;RAF - ROS;;Cabotaje;Av. General;0;;0,5;0
2021-07;RAF - SFN;;Cabotaje;Av. General;0,5;;1;0
2021-07;RCQ - RCQ;;Cabotaje;Av. General;0;0;117,5;27
2021-07;RCQ - RES;;Cabotaje;Av. General;0;;4;1
2021-07;RCQ - ROS;;Cabotaje;Av. General;0;;1;0
2021-07;RCQ - TTG;;Cabotaje;Av. General;0;0;0,5;0
2021-07;RCU - RSA;;Cabotaje;Av. General;2;0;1;0
2021-07;RCU - SLA;;Cabotaje;Av. General;4;0;0,5;0
2021-07;RCU - TUC;;Cabotaje;Av. General;19;0;1;0
2021-07;RCU - VDM;;Cabotaje;Av. General;0;;1;0
2021-07;RCU - VLG;;Cabotaje;Av. General;0;;0,5;0
2021-07;RCU - VME;;Cabotaje;Av. General;0;;8,5;2
2021-07;REL - REL;;Cabotaje;Av. General;0;0;2;0
2021-07;REL - RGA;;Cabotaje;Av. General;0,5;;0,5;0
2021-07;REL - RGL;;Cabotaje;Av. General;3;0;1;0
2021-07;REL - VDM;;Cabotaje;Av. General;0;;1;0
2021-07;RES - RES;;Cabotaje;Av. General;24;0;8;2
2021-07;RES - ROS;;Cabotaje;Av. General;0;;2;0
2021-07;RES - SDE;;Cabotaje;Av. General;9;0;5;1
2021-07;RES - SLA;;Cabotaje;Av. General;26;0;5;1
2021-07;RES - TUC;;Cabotaje;Av. General;0;;3;1
2021-07;RGA - RGL;;Cabotaje;Av. General;0;;1;0
