pais,codigo_iata,codigo_oaci,nombre_oficial,anio,pax_nacionales_arribados,pax_nacionales_partidos,pax_internacionales_arribados,pax_internacionales_partidos,pax_nacionales_total,pax_internacionales_total,pax_arribados_total,pax_partidos_total,pax_totales,mov_nacionales_aterrizajes,mov_nacionales_despegues,mov_internacionales_aterrizajes,mov_internacionales_despegues,mov_nacionales_total,mov_internacionales_total,mov_aterrizajes_total,mov_despegues_total,mov_totales,meses_pasajeros_disponibles,meses_movimientos_disponibles,cobertura_anual,fuente_pasajeros,fuente_movimientos
Colombia,TCD,SKRA,Tarapacá Airport,2023,,,,,,,,,,190,147,0,0,337,0,190,147,337,0,12,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCO,SKCO,La Florida Airport,2023,74031,76278,0,0,150309,0,74031,76278,150309,3520,3506,1,9,7026,10,3521,3515,7036,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TLU,SKTL,Golfo de Morrosquillo Airport,2023,32492,37820,0,0,70312,0,32492,37820,70312,1302,1305,0,0,2607,0,1302,1305,2607,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TME,SKTM,Gustavo Vargas Airport,2023,3982,4324,0,1,8306,1,3982,4325,8307,1796,1801,0,0,3597,0,1796,1801,3597,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,UIB,SKUI,El Caraño Airport,2023,160601,165394,0,0,325995,0,160601,165394,325995,9570,9507,2,0,19077,2,9572,9507,19079,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,VUP,SKVP,Alfonso López Pumarejo Airport,2023,198516,226620,13,5248,425136,5261,198529,231868,430397,3379,3435,5,8,6814,13,3384,3443,6827,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,VVC,SKVV,Vanguardia Airport,2023,123087,150039,5,1,273126,6,123092,150040,273132,18288,18236,0,0,36524,0,18288,18236,36524,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,ADZ,SKSP,Gustavo Rojas Pinilla International Airport,2024,962815,1071935,25298,58716,2034750,84014,988113,1130651,2118764,9700,9703,241,249,19403,490,9941,9952,19893,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,APO,SKLC,Antonio Roldán Betancur Airport,2024,88286,84617,0,0,172903,0,88286,84617,172903,10152,10180,8,4,20332,12,10160,10184,20344,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AUC,SKUC,Santiago Perez Airport,2024,75827,70803,0,7,146630,7,75827,70810,146637,3645,3671,0,0,7316,0,3645,3671,7316,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AXM,SKAR,El Eden Airport,2024,303269,285867,40296,48487,589136,88783,343565,334354,677919,3648,3660,332,331,7308,663,3980,3991,7971,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BAQ,SKBQ,Ernesto Cortissoz International Airport,2024,1207303,1195467,202072,266500,2402770,468572,1409375,1461967,2871342,21103,21263,2474,2418,42366,4892,23577,23681,47258,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BGA,SKBG,Palonegro Airport,2024,926477,950289,22451,67089,1876766,89540,948928,1017378,1966306,13484,13454,351,333,26938,684,13835,13787,27622,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BOG,SKBO,El Dorado International Airport,2024,11157389,10707457,6958361,7226257,21864846,14184618,18115750,17933714,36049464,134948,135846,59280,58395,270794,117675,194228,194241,388469,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BSC,SKBS,José Celestino Mutis Airport,2024,40247,40112,0,0,80359,0,40247,40112,80359,3633,3628,0,0,7261,0,3633,3628,7261,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BUN,SKBU,Gerardo Tobar López Airport,2024,3714,3519,0,0,7233,0,3714,3519,7233,363,343,0,0,706,0,363,343,706,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CLO,SKCL,Alfonso Bonilla Aragon International Airport,2024,2269478,2227093,477601,680002,4496571,1157603,2747079,2907095,5654174,33197,33335,3746,3646,66532,7392,36943,36981,73924,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CTG,SKCG,Rafael Nuñez International Airport,2024,2519276,2411322,683574,917050,4930598,1600624,3202850,3328372,6531222,23751,23254,5564,6149,47005,11713,29315,29403,58718,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CUC,SKCC,Camilo Daza International Airport,2024,633795,674332,39112,76176,1308127,115288,672907,750508,1423415,8398,8472,410,410,16870,820,8808,8882,17690,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CZU,SKCZ,Las Brujas Airport,2024,27156,26964,0,0,54120,0,27156,26964,54120,1052,1112,0,0,2164,0,1052,1112,2164,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EJA,SKEJ,Yariguíes Airport,2024,69237,75066,0,243,144303,243,69237,75309,144546,2490,2468,0,0,4958,0,2490,2468,4958,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EOH,SKMD,Enrique Olaya Herrera Airport,2024,587542,582987,29,7,1170529,36,587571,582994,1170565,35193,35199,81,87,70392,168,35274,35286,70560,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EYP,SKYP,El Alcaravan - Yopal Airport,2024,150835,180112,0,0,330947,0,150835,180112,330947,8875,8786,2,1,17661,3,8877,8787,17664,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,FLA,SKFL,Gustavo Artunduaga Paredes Airport,2024,42191,48159,0,0,90350,0,42191,48159,90350,1746,1871,0,0,3617,0,1746,1871,3617,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,GPI,SKGP,Guapi Airport,2024,31416,25379,0,0,56795,0,31416,25379,56795,1686,1686,0,0,3372,0,1686,1686,3372,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,IBE,SKIB,Perales Airport,2024,95304,136698,0,0,232002,0,95304,136698,232002,3064,3066,0,0,6130,0,3064,3066,6130,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,IPI,SKIP,San Luis Airport,2024,49817,92963,0,0,142780,0,49817,92963,142780,855,853,0,0,1708,0,855,853,1708,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LCR,SKHZ,Virgilio Barco Vargas (La Chorrera) Airport,2024,,,,,,,,,,313,298,0,0,611,0,313,298,611,0,12,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LET,SKLT,Alfredo Vásquez Cobo International Airport,2024,187206,179032,95,737,366238,832,187301,179769,367070,3017,3138,23,38,6155,61,3040,3176,6216,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LMC,SKNA,La Macarena Airport,2024,13501,14154,0,0,27655,0,13501,14154,27655,2527,2468,0,0,4995,0,2527,2468,4995,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LPD,SKLP,La Pedrera Airport,2024,2337,2294,0,0,4631,0,2337,2294,4631,553,488,0,0,1041,0,553,488,1041,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LQM,SKLG,Caucaya Airport,2024,8664,8777,0,0,17441,0,8664,8777,17441,516,458,2,0,974,2,518,458,976,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MDE,SKRG,Jose Maria Córdova International Airport,2024,4010878,4212381,1660734,1894797,8223259,3555531,5671612,6107178,11778790,38795,38302,14331,14758,77097,29089,53126,53060,106186,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MTR,SKMR,Los Garzones Airport,2024,606449,666352,0,7950,1272801,7950,606449,674302,1280751,8611,8646,4,3,17257,7,8615,8649,17264,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MVP,SKMU,Fabio Alberto Leon Bentley Airport,2024,29745,32644,0,7,62389,7,29745,32651,62396,9187,9187,0,1,18374,1,9187,9188,18375,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MZL,SKMZ,La Nubia Airport,2024,30434,35986,0,0,66420,0,30434,35986,66420,1543,1541,0,0,3084,0,1543,1541,3084,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,NQU,SKNQ,Reyes Murillo Airport,2024,33342,35190,0,0,68532,0,33342,35190,68532,2119,2115,1,0,4234,1,2120,2115,4235,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,NVA,SKNV,Benito Salas Airport,2024,137452,204004,0,3,341456,3,137452,204007,341459,5110,5131,0,0,10241,0,5110,5131,10241,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PCR,SKPC,German Olano Airport,2024,34827,37079,0,0,71906,0,34827,37079,71906,1573,1578,0,0,3151,0,1573,1578,3151,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,2024,,,,,,,,,,2208,2215,0,0,4423,0,2208,2215,4423,0,12,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PEI,SKPE,Matecaña International Airport,2024,1042237,1095526,88329,184946,2137763,273275,1130566,1280472,2411038,12073,12062,812,818,24135,1630,12885,12880,25765,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PPN,SKPP,Guillermo León Valencia Airport,2024,63868,78787,0,1,142655,1,63868,78788,142656,4530,4586,0,0,9116,0,4530,4586,9116,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PSO,SKPS,Antonio Nariño Airport,2024,348708,352170,0,6266,700878,6266,348708,358436,707144,4212,4190,0,0,8402,0,4212,4190,8402,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PUU,SKAS,Tres De Mayo Airport,2024,52276,52291,0,0,104567,0,52276,52291,104567,1624,1687,0,0,3311,0,1624,1687,3311,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PVA,SKPV,El Embrujo Airport,2024,43159,42800,0,0,85959,0,43159,42800,85959,1399,1390,0,0,2789,0,1399,1390,2789,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,RCH,SKRH,Almirante Padilla Airport,2024,250061,265959,19,7645,516020,7664,250080,273604,523684,2694,2783,1,1,5477,2,2695,2784,5479,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,RVE,SKSA,Los Colonizadores Airport,2024,24424,24867,0,0,49291,0,24424,24867,49291,2438,2913,0,0,5351,0,2438,2913,5351,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SJE,SKSJ,Jorge E. Gonzalez Torres Airport,2024,23397,23392,4,0,46789,4,23401,23392,46793,4153,4183,0,0,8336,0,4153,4183,8336,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SMR,SKSM,Simón Bolívar International Airport,2024,1707488,1563030,17719,37725,3270518,55444,1725207,1600755,3325962,13849,13971,194,195,27820,389,14043,14166,28209,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SVI,SKSV,Eduardo Falla Solano Airport,2024,3760,3863,0,0,7623,0,3760,3863,7623,387,373,0,0,760,0,387,373,760,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCD,SKRA,Tarapacá Airport,2024,,,,,,,,,,217,193,0,0,410,0,217,193,410,0,12,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCO,SKCO,La Florida Airport,2024,58776,67678,0,0,126454,0,58776,67678,126454,2960,2943,0,4,5903,4,2960,2947,5907,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TLU,SKTL,Golfo de Morrosquillo Airport,2024,26880,19018,0,0,45898,0,26880,19018,45898,922,920,0,0,1842,0,922,920,1842,8,9,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TME,SKTM,Gustavo Vargas Airport,2024,4256,4305,0,0,8561,0,4256,4305,8561,1860,1859,0,0,3719,0,1860,1859,3719,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,UIB,SKUI,El Caraño Airport,2024,138382,159208,3,9,297590,12,138385,159217,297602,8876,8853,0,0,17729,0,8876,8853,17729,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,VUP,SKVP,Alfonso López Pumarejo Airport,2024,194888,207632,101,6360,402520,6461,194989,213992,408981,3274,3371,15,15,6645,30,3289,3386,6675,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,VVC,SKVV,Vanguardia Airport,2024,123787,171273,8,9,295060,17,123795,171282,295077,18496,18472,0,1,36968,1,18496,18473,36969,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,ADZ,SKSP,Gustavo Rojas Pinilla International Airport,2025,1057294,1036159,26078,90970,2093453,117048,1083372,1127129,2210501,10100,10115,283,290,20215,573,10383,10405,20788,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,APO,SKLC,Antonio Roldán Betancur Airport,2025,84171,79622,0,0,163793,0,84171,79622,163793,10521,10558,9,2,21079,11,10530,10560,21090,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AUC,SKUC,Santiago Perez Airport,2025,79771,80698,0,114,160469,114,79771,80812,160583,3441,3527,0,0,6968,0,3441,3527,6968,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AXM,SKAR,El Eden Airport,2025,260316,274442,23923,31292,534758,55215,284239,305734,589973,3281,3284,199,196,6565,395,3480,3480,6960,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BAQ,SKBQ,Ernesto Cortissoz International Airport,2025,1059023,1200445,178534,255840,2259468,434374,1237557,1456285,2693842,19976,20023,2263,2264,39999,4527,22239,22287,44526,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BGA,SKBG,Palonegro Airport,2025,803555,841259,34436,82333,1644814,116769,837991,923592,1761583,13356,13337,392,408,26693,800,13748,13745,27493,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BOG,SKBO,El Dorado International Airport,2025,10565966,10175134,7250896,7422870,20741100,14673766,17816862,17598004,35414866,131159,132087,64033,63052,263246,127085,195192,195139,390331,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BSC,SKBS,José Celestino Mutis Airport,2025,47689,46335,0,0,94024,0,47689,46335,94024,3381,3376,0,0,6757,0,3381,3376,6757,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BUN,SKBU,Gerardo Tobar López Airport,2025,4322,3866,0,0,8188,0,4322,3866,8188,398,395,2,0,793,2,400,395,795,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CLO,SKCL,Alfonso Bonilla Aragon International Airport,2025,2380345,2312924,446814,645126,4693269,1091940,2827159,2958050,5785209,32487,32696,4145,3955,65183,8100,36632,36651,73283,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CTG,SKCG,Rafael Nuñez International Airport,2025,2622771,2483692,650506,940017,5106463,1590523,3273277,3423709,6696986,23409,22868,5917,6514,46277,12431,29326,29382,58708,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CUC,SKCC,Camilo Daza International Airport,2025,585596,628457,57459,103629,1214053,161088,643055,732086,1375141,8630,8682,486,488,17312,974,9116,9170,18286,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CZU,SKCZ,Las Brujas Airport,2025,20663,25087,11,11,45750,22,20674,25098,45772,940,960,0,0,1900,0,940,960,1900,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EJA,SKEJ,Yariguíes Airport,2025,66110,62650,1,663,128760,664,66111,63313,129424,2392,2320,0,0,4712,0,2392,2320,4712,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EOH,SKMD,Enrique Olaya Herrera Airport,2025,599763,587875,44,88,1187638,132,599807,587963,1187770,34021,34075,63,74,68096,137,34084,34149,68233,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EYP,SKYP,El Alcaravan - Yopal Airport,2025,127779,170676,43,0,298455,43,127822,170676,298498,8740,8703,1,0,17443,1,8741,8703,17444,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,FLA,SKFL,Gustavo Artunduaga Paredes Airport,2025,50315,51584,0,0,101899,0,50315,51584,101899,1894,2035,0,0,3929,0,1894,2035,3929,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,GPI,SKGP,Guapi Airport,2025,35656,43808,0,0,79464,0,35656,43808,79464,1997,2006,0,0,4003,0,1997,2006,4003,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,IBE,SKIB,Perales Airport,2025,109237,143305,0,0,252542,0,109237,143305,252542,3699,3693,0,0,7392,0,3699,3693,7392,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,IPI,SKIP,San Luis Airport,2025,60889,102972,0,0,163861,0,60889,102972,163861,1084,1085,0,0,2169,0,1084,1085,2169,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LCR,SKHZ,Virgilio Barco Vargas (La Chorrera) Airport,2025,,,,,,,,,,394,394,0,0,788,0,394,394,788,0,12,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LET,SKLT,Alfredo Vásquez Cobo International Airport,2025,168414,171069,0,1633,339483,1633,168414,172702,341116,3019,3115,22,27,6134,49,3041,3142,6183,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LMC,SKNA,La Macarena Airport,2025,13775,14470,0,0,28245,0,13775,14470,28245,2631,2614,0,0,5245,0,2631,2614,5245,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LPD,SKLP,La Pedrera Airport,2025,2849,2614,0,0,5463,0,2849,2614,5463,606,541,0,0,1147,0,606,541,1147,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LQM,SKLG,Caucaya Airport,2025,9054,9535,0,0,18589,0,9054,9535,18589,464,427,2,1,891,3,466,428,894,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MDE,SKRG,Jose Maria Córdova International Airport,2025,4095275,4104944,1891890,2062343,8200219,3954233,5987165,6167287,12154452,39242,38681,16788,17271,77923,34059,56030,55952,111982,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MTR,SKMR,Los Garzones Airport,2025,585513,669592,0,12959,1255105,12959,585513,682551,1268064,8160,8169,5,6,16329,11,8165,8175,16340,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MVP,SKMU,Fabio Alberto Leon Bentley Airport,2025,30972,31797,6,2,62769,8,30978,31799,62777,9608,9596,0,0,19204,0,9608,9596,19204,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MZL,SKMZ,La Nubia Airport,2025,31816,24778,0,0,56594,0,31816,24778,56594,1326,1323,0,0,2649,0,1326,1323,2649,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,NQU,SKNQ,Reyes Murillo Airport,2025,39567,38560,16,0,78127,16,39583,38560,78143,2007,2002,0,0,4009,0,2007,2002,4009,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,NVA,SKNV,Benito Salas Airport,2025,146578,198015,0,0,344593,0,146578,198015,344593,5119,5128,0,0,10247,0,5119,5128,10247,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PCR,SKPC,German Olano Airport,2025,35556,36340,0,0,71896,0,35556,36340,71896,1538,1538,0,0,3076,0,1538,1538,3076,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,2025,,,,,,,,,,2667,2687,0,0,5354,0,2667,2687,5354,0,12,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PEI,SKPE,Matecaña International Airport,2025,966110,1044964,95683,197247,2011074,292930,1061793,1242211,2304004,11478,11479,794,785,22957,1579,12272,12264,24536,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PPN,SKPP,Guillermo León Valencia Airport,2025,82277,103460,0,13,185737,13,82277,103473,185750,5110,5179,0,0,10289,0,5110,5179,10289,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PSO,SKPS,Antonio Nariño Airport,2025,301303,327443,0,8735,628746,8735,301303,336178,637481,4065,4056,0,0,8121,0,4065,4056,8121,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PUU,SKAS,Tres De Mayo Airport,2025,57466,55186,0,0,112652,0,57466,55186,112652,1667,1740,0,0,3407,0,1667,1740,3407,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PVA,SKPV,El Embrujo Airport,2025,47283,44102,0,0,91385,0,47283,44102,91385,1430,1426,0,0,2856,0,1430,1426,2856,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,RCH,SKRH,Almirante Padilla Airport,2025,264980,260161,10,20151,525141,20161,264990,280312,545302,2494,2586,2,0,5080,2,2496,2586,5082,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,RVE,SKSA,Los Colonizadores Airport,2025,28878,28300,0,0,57178,0,28878,28300,57178,2008,2168,0,0,4176,0,2008,2168,4176,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SJE,SKSJ,Jorge E. Gonzalez Torres Airport,2025,22840,23118,8,0,45958,8,22848,23118,45966,5089,5108,0,0,10197,0,5089,5108,10197,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SMR,SKSM,Simón Bolívar International Airport,2025,1667150,1616829,18072,40244,3283979,58316,1685222,1657073,3342295,14046,14139,219,209,28185,428,14265,14348,28613,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SVI,SKSV,Eduardo Falla Solano Airport,2025,3766,3932,0,0,7698,0,3766,3932,7698,368,340,0,0,708,0,368,340,708,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCD,SKRA,Tarapacá Airport,2025,,,,,,,,,,261,233,0,0,494,0,261,233,494,0,12,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCO,SKCO,La Florida Airport,2025,66468,65841,0,0,132309,0,66468,65841,132309,3051,3013,4,9,6064,13,3055,3022,6077,12,12,anual_completo,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TLU,SKTL,Golfo de Morrosquillo Airport,2025,24099,26519,0,0,50618,0,24099,26519,50618,794,790,0,0,1584,0,794,790,1584,9,11,parcial,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
