pais,codigo_iata,codigo_oaci,nombre_oficial,anio,mes,anio_mes,pax_nacionales_arribados,pax_nacionales_partidos,pax_internacionales_arribados,pax_internacionales_partidos,pax_nacionales_total,pax_internacionales_total,pax_arribados_total,pax_partidos_total,pax_totales,mov_nacionales_aterrizajes,mov_nacionales_despegues,mov_internacionales_aterrizajes,mov_internacionales_despegues,mov_nacionales_total,mov_internacionales_total,mov_aterrizajes_total,mov_despegues_total,mov_totales,cobertura_pasajeros,cobertura_movimientos,fuente_pasajeros,fuente_movimientos
Colombia,ADZ,SKSP,Gustavo Rojas Pinilla International Airport,2020,1,2020-01,87407,94701,3772,4447,182108,8219,91179,99148,190327,1068,1071,43,43,2139,86,1111,1114,2225,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,APO,SKLC,Antonio Roldán Betancur Airport,2020,1,2020-01,8729,9723,0,0,18452,0,8729,9723,18452,782,777,0,1,1559,1,782,778,1560,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AUC,SKUC,Santiago Perez Airport,2020,1,2020-01,4832,5896,0,0,10728,0,4832,5896,10728,357,346,0,0,703,0,357,346,703,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AXM,SKAR,El Eden Airport,2020,1,2020-01,18974,16456,3880,4448,35430,8328,22854,20904,43758,427,427,15,15,854,30,442,442,884,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BAQ,SKBQ,Ernesto Cortissoz International Airport,2020,1,2020-01,102644,98377,13671,11024,201021,24695,116315,109401,225716,1731,1735,239,232,3466,471,1970,1967,3937,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BGA,SKBG,Palonegro Airport,2020,1,2020-01,71243,76331,4247,4641,147574,8888,75490,80972,156462,1481,1478,31,24,2959,55,1512,1502,3014,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BOG,SKBO,El Dorado International Airport,2020,1,2020-01,815316,756758,352357,347594,1572074,699951,1167673,1104352,2272025,10720,10771,4331,4293,21491,8624,15051,15064,30115,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BSC,SKBS,José Celestino Mutis Airport,2020,1,2020-01,2689,3682,0,0,6371,0,2689,3682,6371,395,401,0,0,796,0,395,401,796,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BUN,SKBU,Gerardo Tobar López Airport,2020,1,2020-01,533,507,0,0,1040,0,533,507,1040,68,61,0,0,129,0,68,61,129,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CLO,SKCL,Alfonso Bonilla Aragon International Airport,2020,1,2020-01,173423,174947,40767,49911,348370,90678,214190,224858,439048,2805,2821,385,367,5626,752,3190,3188,6378,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CTG,SKCG,Rafael Nuñez International Airport,2020,1,2020-01,203489,210173,42407,50463,413662,92870,245896,260636,506532,2138,2130,435,472,4268,907,2573,2602,5175,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CUC,SKCC,Camilo Daza International Airport,2020,1,2020-01,45148,46915,3876,4114,92063,7990,49024,51029,100053,748,734,10,9,1482,19,758,743,1501,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CZU,SKCZ,Las Brujas Airport,2020,1,2020-01,2438,3275,0,0,5713,0,2438,3275,5713,100,104,0,0,204,0,100,104,204,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EJA,SKEJ,Yariguíes Airport,2020,1,2020-01,5530,6069,93,81,11599,174,5623,6150,11773,345,341,0,0,686,0,345,341,686,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EOH,SKMD,Enrique Olaya Herrera Airport,2020,1,2020-01,53297,43747,8,8,97044,16,53305,43755,97060,3008,3007,5,6,6015,11,3013,3013,6026,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EYP,SKYP,El Alcaravan - Yopal Airport,2020,1,2020-01,11550,12673,0,0,24223,0,11550,12673,24223,955,950,0,0,1905,0,955,950,1905,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,FLA,SKFL,Gustavo Artunduaga Paredes Airport,2020,1,2020-01,4752,5755,0,0,10507,0,4752,5755,10507,247,246,0,0,493,0,247,246,493,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,GPI,SKGP,Guapi Airport,2020,1,2020-01,1419,1633,0,0,3052,0,1419,1633,3052,101,99,0,0,200,0,101,99,200,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,IBE,SKIB,Perales Airport,2020,1,2020-01,4405,5796,0,0,10201,0,4405,5796,10201,373,374,0,0,747,0,373,374,747,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,IPI,SKIP,San Luis Airport,2020,1,2020-01,676,1594,0,0,2270,0,676,1594,2270,47,47,0,0,94,0,47,47,94,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LCR,SKHZ,Virgilio Barco Vargas (La Chorrera) Airport,2020,1,2020-01,,,,,,,,,,22,13,0,0,35,0,22,13,35,sin_dato,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LET,SKLT,Alfredo Vásquez Cobo International Airport,2020,1,2020-01,15778,13388,34,34,29166,68,15812,13422,29234,222,219,3,3,441,6,225,222,447,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LMC,SKNA,La Macarena Airport,2020,1,2020-01,674,838,0,0,1512,0,674,838,1512,248,245,0,0,493,0,248,245,493,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LPD,SKLP,La Pedrera Airport,2020,1,2020-01,229,244,0,0,473,0,229,244,473,19,8,0,0,27,0,19,8,27,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LQM,SKLG,Caucaya Airport,2020,1,2020-01,933,835,0,0,1768,0,933,835,1768,40,39,0,0,79,0,40,39,79,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MDE,SKRG,Jose Maria Córdova International Airport,2020,1,2020-01,280913,296833,76812,84571,577746,161383,357725,381404,739129,2955,2897,788,834,5852,1622,3743,3731,7474,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MTR,SKMR,Los Garzones Airport,2020,1,2020-01,40231,56674,620,735,96905,1355,40851,57409,98260,750,747,0,0,1497,0,750,747,1497,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MVP,SKMU,Fabio Alberto Leon Bentley Airport,2020,1,2020-01,2206,2040,0,0,4246,0,2206,2040,4246,464,466,0,0,930,0,464,466,930,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MZL,SKMZ,La Nubia Airport,2020,1,2020-01,8368,10056,0,0,18424,0,8368,10056,18424,609,607,0,0,1216,0,609,607,1216,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,NQU,SKNQ,Reyes Murillo Airport,2020,1,2020-01,1576,2734,0,0,4310,0,1576,2734,4310,254,256,0,0,510,0,254,256,510,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,NVA,SKNV,Benito Salas Airport,2020,1,2020-01,10250,11844,0,0,22094,0,10250,11844,22094,526,539,0,0,1065,0,526,539,1065,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PCR,SKPC,German Olano Airport,2020,1,2020-01,2421,2374,0,0,4795,0,2421,2374,4795,117,116,0,0,233,0,117,116,233,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,2020,1,2020-01,,,,,,,,,,136,139,0,0,275,0,136,139,275,sin_dato,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PEI,SKPE,Matecaña International Airport,2020,1,2020-01,61459,64043,9333,8946,125502,18279,70792,72989,143781,1092,1093,62,61,2185,123,1154,1154,2308,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PPN,SKPP,Guillermo León Valencia Airport,2020,1,2020-01,3879,5219,0,0,9098,0,3879,5219,9098,307,309,0,0,616,0,307,309,616,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PSO,SKPS,Antonio Nariño Airport,2020,1,2020-01,11751,14188,375,494,25939,869,12126,14682,26808,250,244,0,0,494,0,250,244,494,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PUU,SKAS,Tres De Mayo Airport,2020,1,2020-01,2960,5339,0,0,8299,0,2960,5339,8299,224,222,0,0,446,0,224,222,446,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PVA,SKPV,El Embrujo Airport,2020,1,2020-01,3553,3763,0,0,7316,0,3553,3763,7316,296,292,0,0,588,0,296,292,588,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,RCH,SKRH,Almirante Padilla Airport,2020,1,2020-01,11704,12198,400,252,23902,652,12104,12450,24554,127,128,15,15,255,30,142,143,285,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,RVE,SKSA,Los Colonizadores Airport,2020,1,2020-01,1066,1100,0,0,2166,0,1066,1100,2166,165,158,0,0,323,0,165,158,323,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SJE,SKSJ,Jorge E. Gonzalez Torres Airport,2020,1,2020-01,1373,1342,0,0,2715,0,1373,1342,2715,427,427,0,0,854,0,427,427,854,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SMR,SKSM,Simón Bolívar International Airport,2020,1,2020-01,100329,103504,1148,1312,203833,2460,101477,104816,206293,952,944,4,3,1896,7,956,947,1903,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SVI,SKSV,Eduardo Falla Solano Airport,2020,1,2020-01,237,278,0,0,515,0,237,278,515,22,19,0,0,41,0,22,19,41,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCD,SKRA,Tarapacá Airport,2020,1,2020-01,,,,,,,,,,12,9,0,0,21,0,12,9,21,sin_dato,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCO,SKCO,La Florida Airport,2020,1,2020-01,4544,7473,0,0,12017,0,4544,7473,12017,458,451,0,0,909,0,458,451,909,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TLU,SKTL,Golfo de Morrosquillo Airport,2020,1,2020-01,560,631,0,0,1191,0,560,631,1191,66,70,0,0,136,0,66,70,136,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TME,SKTM,Gustavo Vargas Airport,2020,1,2020-01,333,362,0,0,695,0,333,362,695,133,131,0,0,264,0,133,131,264,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,UIB,SKUI,El Caraño Airport,2020,1,2020-01,15423,17911,0,0,33334,0,15423,17911,33334,1011,978,1,0,1989,1,1012,978,1990,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,VUP,SKVP,Alfonso López Pumarejo Airport,2020,1,2020-01,19027,10088,313,497,29115,810,19340,10585,29925,277,285,2,0,562,2,279,285,564,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,VVC,SKVV,Vanguardia Airport,2020,1,2020-01,11023,12040,0,0,23063,0,11023,12040,23063,2021,2015,0,0,4036,0,2021,2015,4036,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,ADZ,SKSP,Gustavo Rojas Pinilla International Airport,2020,2,2020-02,91094,81016,5590,6077,172110,11667,96684,87093,183777,907,909,39,37,1816,76,946,946,1892,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,APO,SKLC,Antonio Roldán Betancur Airport,2020,2,2020-02,9731,9585,0,0,19316,0,9731,9585,19316,743,725,0,0,1468,0,743,725,1468,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AUC,SKUC,Santiago Perez Airport,2020,2,2020-02,5640,5650,0,0,11290,0,5640,5650,11290,328,325,0,0,653,0,328,325,653,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AXM,SKAR,El Eden Airport,2020,2,2020-02,17328,19284,2930,3206,36612,6136,20258,22490,42748,370,371,13,13,741,26,383,384,767,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BAQ,SKBQ,Ernesto Cortissoz International Airport,2020,2,2020-02,60286,96966,15858,7562,157252,23420,76144,104528,180672,1843,1853,201,196,3696,397,2044,2049,4093,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BGA,SKBG,Palonegro Airport,2020,2,2020-02,78124,64329,3248,3395,142453,6643,81372,67724,149096,1546,1535,24,21,3081,45,1570,1556,3126,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BOG,SKBO,El Dorado International Airport,2020,2,2020-02,737324,557458,292246,319660,1294782,611906,1029570,877118,1906688,10222,10257,4063,4028,20479,8091,14285,14285,28570,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BSC,SKBS,José Celestino Mutis Airport,2020,2,2020-02,2083,2151,0,0,4234,0,2083,2151,4234,308,308,0,0,616,0,308,308,616,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,BUN,SKBU,Gerardo Tobar López Airport,2020,2,2020-02,631,585,0,0,1216,0,631,585,1216,80,77,0,0,157,0,80,77,157,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CLO,SKCL,Alfonso Bonilla Aragon International Airport,2020,2,2020-02,103589,176993,39425,40914,280582,80339,143014,217907,360921,2799,2830,345,333,5629,678,3144,3163,6307,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CTG,SKCG,Rafael Nuñez International Airport,2020,2,2020-02,171503,175404,47659,49929,346907,97588,219162,225333,444495,1666,1662,409,427,3328,836,2075,2089,4164,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CUC,SKCC,Camilo Daza International Airport,2020,2,2020-02,37162,36397,3429,3413,73559,6842,40591,39810,80401,743,734,7,6,1477,13,750,740,1490,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,CZU,SKCZ,Las Brujas Airport,2020,2,2020-02,2161,2079,0,0,4240,0,2161,2079,4240,93,98,0,0,191,0,93,98,191,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EJA,SKEJ,Yariguíes Airport,2020,2,2020-02,7150,7212,79,96,14362,175,7229,7308,14537,321,320,0,0,641,0,321,320,641,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EOH,SKMD,Enrique Olaya Herrera Airport,2020,2,2020-02,47065,46781,0,0,93846,0,47065,46781,93846,2772,2766,2,3,5538,5,2774,2769,5543,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,EYP,SKYP,El Alcaravan - Yopal Airport,2020,2,2020-02,12914,13642,0,0,26556,0,12914,13642,26556,1050,1041,0,0,2091,0,1050,1041,2091,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,FLA,SKFL,Gustavo Artunduaga Paredes Airport,2020,2,2020-02,5456,5812,0,0,11268,0,5456,5812,11268,277,268,0,0,545,0,277,268,545,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,GPI,SKGP,Guapi Airport,2020,2,2020-02,1400,1267,0,0,2667,0,1400,1267,2667,89,92,0,0,181,0,89,92,181,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,IBE,SKIB,Perales Airport,2020,2,2020-02,4675,5505,0,1,10180,1,4675,5506,10181,451,444,0,0,895,0,451,444,895,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,IPI,SKIP,San Luis Airport,2020,2,2020-02,1468,1315,0,0,2783,0,1468,1315,2783,47,46,0,0,93,0,47,46,93,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LCR,SKHZ,Virgilio Barco Vargas (La Chorrera) Airport,2020,2,2020-02,,,,,,,,,,19,9,0,0,28,0,19,9,28,sin_dato,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LET,SKLT,Alfredo Vásquez Cobo International Airport,2020,2,2020-02,12010,11659,42,27,23669,69,12052,11686,23738,191,194,3,5,385,8,194,199,393,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LMC,SKNA,La Macarena Airport,2020,2,2020-02,670,772,0,0,1442,0,670,772,1442,279,280,0,0,559,0,279,280,559,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LPD,SKLP,La Pedrera Airport,2020,2,2020-02,156,169,0,0,325,0,156,169,325,28,18,0,0,46,0,28,18,46,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,LQM,SKLG,Caucaya Airport,2020,2,2020-02,779,848,0,0,1627,0,779,848,1627,37,35,0,0,72,0,37,35,72,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MDE,SKRG,Jose Maria Córdova International Airport,2020,2,2020-02,220058,267183,68346,72679,487241,141025,288404,339862,628266,2840,2788,741,766,5628,1507,3581,3554,7135,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MTR,SKMR,Los Garzones Airport,2020,2,2020-02,30157,46060,598,590,76217,1188,30755,46650,77405,752,752,0,0,1504,0,752,752,1504,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MVP,SKMU,Fabio Alberto Leon Bentley Airport,2020,2,2020-02,2429,2487,0,0,4916,0,2429,2487,4916,627,640,0,0,1267,0,627,640,1267,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,MZL,SKMZ,La Nubia Airport,2020,2,2020-02,8871,9422,0,0,18293,0,8871,9422,18293,291,289,0,0,580,0,291,289,580,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,NQU,SKNQ,Reyes Murillo Airport,2020,2,2020-02,1100,1181,0,0,2281,0,1100,1181,2281,148,146,0,0,294,0,148,146,294,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,NVA,SKNV,Benito Salas Airport,2020,2,2020-02,11671,12293,13,0,23964,13,11684,12293,23977,525,519,0,0,1044,0,525,519,1044,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PCR,SKPC,German Olano Airport,2020,2,2020-02,2318,2468,0,0,4786,0,2318,2468,4786,121,122,0,0,243,0,121,122,243,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,2020,2,2020-02,,,,,,,,,,153,154,0,0,307,0,153,154,307,sin_dato,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PEI,SKPE,Matecaña International Airport,2020,2,2020-02,60695,53758,8738,10306,114453,19044,69433,64064,133497,974,973,54,55,1947,109,1028,1028,2056,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PPN,SKPP,Guillermo León Valencia Airport,2020,2,2020-02,4599,5062,0,0,9661,0,4599,5062,9661,277,282,0,0,559,0,277,282,559,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PSO,SKPS,Antonio Nariño Airport,2020,2,2020-02,14232,14690,285,325,28922,610,14517,15015,29532,276,274,0,0,550,0,276,274,550,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PUU,SKAS,Tres De Mayo Airport,2020,2,2020-02,2802,5001,0,0,7803,0,2802,5001,7803,256,251,0,0,507,0,256,251,507,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,PVA,SKPV,El Embrujo Airport,2020,2,2020-02,3099,1258,0,0,4357,0,3099,1258,4357,228,229,0,0,457,0,228,229,457,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,RCH,SKRH,Almirante Padilla Airport,2020,2,2020-02,9456,9560,278,251,19016,529,9734,9811,19545,96,100,9,9,196,18,105,109,214,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,RVE,SKSA,Los Colonizadores Airport,2020,2,2020-02,1802,1092,0,0,2894,0,1802,1092,2894,187,187,0,0,374,0,187,187,374,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SJE,SKSJ,Jorge E. Gonzalez Torres Airport,2020,2,2020-02,1253,1441,0,0,2694,0,1253,1441,2694,445,454,0,0,899,0,445,454,899,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SMR,SKSM,Simón Bolívar International Airport,2020,2,2020-02,47487,81693,1671,1826,129180,3497,49158,83519,132677,781,772,7,6,1553,13,788,778,1566,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,SVI,SKSV,Eduardo Falla Solano Airport,2020,2,2020-02,321,293,0,0,614,0,321,293,614,23,22,0,0,45,0,23,22,45,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCD,SKRA,Tarapacá Airport,2020,2,2020-02,,,,,,,,,,19,2,0,0,21,0,19,2,21,sin_dato,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TCO,SKCO,La Florida Airport,2020,2,2020-02,5468,3934,0,0,9402,0,5468,3934,9402,574,574,0,0,1148,0,574,574,1148,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TLU,SKTL,Golfo de Morrosquillo Airport,2020,2,2020-02,114,89,0,0,203,0,114,89,203,47,49,0,0,96,0,47,49,96,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,TME,SKTM,Gustavo Vargas Airport,2020,2,2020-02,254,247,0,0,501,0,254,247,501,91,90,0,0,181,0,91,90,181,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,UIB,SKUI,El Caraño Airport,2020,2,2020-02,14019,14554,0,0,28573,0,14019,14554,28573,778,771,0,0,1549,0,778,771,1549,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,VUP,SKVP,Alfonso López Pumarejo Airport,2020,2,2020-02,17621,14887,331,321,32508,652,17952,15208,33160,285,280,0,0,565,0,285,280,565,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,VVC,SKVV,Vanguardia Airport,2020,2,2020-02,10990,12158,8,1,23148,9,10998,12159,23157,2031,2028,0,0,4059,0,2031,2028,4059,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,ADZ,SKSP,Gustavo Rojas Pinilla International Airport,2020,3,2020-03,47735,61088,3216,4516,108823,7732,50951,65604,116555,650,655,25,25,1305,50,675,680,1355,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,APO,SKLC,Antonio Roldán Betancur Airport,2020,3,2020-03,6389,6185,0,0,12574,0,6389,6185,12574,659,665,1,0,1324,1,660,665,1325,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AUC,SKUC,Santiago Perez Airport,2020,3,2020-03,4090,1839,0,0,5929,0,4090,1839,5929,239,236,0,0,475,0,239,236,475,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
Colombia,AXM,SKAR,El Eden Airport,2020,3,2020-03,11661,11566,1580,1975,23227,3555,13241,13541,26782,270,269,9,9,539,18,279,278,557,disponible,disponible,PasajerosArribadosPartidosxAeropuerto2020-2026,MovimientosxAeropuerto2020-2026
